Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_00326 hypothetical protein,24.15136,19.14893,24.43485,21.36135,19.95559,23.8905,24.43186,24.80366,24.17714,24.36493,18.39031,24.88474,22.79856,19.6065,20.54058
GFJPDDAG_00327 hypothetical protein,19.30904,19.75004,19.4374,20.16117,20.78819,19.92705,19.28399,19.4004,19.10061,20.0274,19.69516,24.41995,20.98357,20.64855,20.87204
GFJPDDAG_00328 Purine nucleoside phosphorylase DeoD-type,23.46326,25.16821,23.17566,23.81323,22.13449,24.01665,22.66601,21.12071,22.76191,23.26456,22.31008,22.22511,21.80601,19.00861,20.41274
GFJPDDAG_00333 Carboxy-terminal processing protease CtpA,21.30413,19.53767,21.93135,20.18909,20.46898,21.28246,22.46418,22.26925,22.08605,20.06126,19.46988,19.91157,21.52551,19.59571,21.20072
GFJPDDAG_00336 Putative metal chaperone YciC,19.74862,20.80396,18.71073,21.53688,20.53602,21.04613,20.07547,20.14788,19.70022,19.53589,20.05682,20.13814,21.31592,19.79903,20.26376
GFJPDDAG_00339 hypothetical protein,23.25839,22.05255,24.33033,20.1481,20.37111,23.17855,22.6604,21.89593,21.8642,21.58826,20.8358,19.5868,22.50413,20.76627,20.54107
GFJPDDAG_00349 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,21.79729,21.1887,21.91415,20.96777,21.06152,21.06553,23.20948,21.71103,22.64742,20.72555,22.7726,22.2781,22.03353,22.17908,21.53286
GFJPDDAG_00353 Imidazolonepropionase,24.19092,23.33933,24.84661,24.40763,24.23761,23.85167,24.73841,24.86036,24.55754,24.09079,25.31119,25.06464,21.67869,20.88121,20.62795
GFJPDDAG_00354 Inner membrane protein YabI,20.01298,19.09824,20.47917,21.56968,20.8411,20.06238,19.8026,20.49281,19.66259,22.23535,20.37982,20.9057,21.76013,19.74876,20.89134
GFJPDDAG_00356 hypothetical protein,22.32622,21.86132,23.1731,23.00577,20.93272,22.89754,23.1493,23.1689,23.29151,21.14054,22.31769,20.12453,21.65029,19.90287,20.68376
GFJPDDAG_00361 Riboflavin biosynthesis protein RibBA,19.87782,19.39592,19.31852,20.52875,21.44116,21.01032,18.86098,19.77237,20.80425,20.26525,19.83054,20.83912,22.01266,20.03787,20.13111
"GFJPDDAG_00362 6,7-dimethyl-8-ribityllumazine synthase",23.58921,25.04323,23.01076,22.35829,22.74049,22.69264,22.78724,22.37308,22.94748,22.48183,23.49497,23.29095,21.31756,20.10033,20.5619
GFJPDDAG_00370 hypothetical protein,19.29273,19.25483,19.41581,19.87925,19.08725,21.70419,19.93375,20.33806,20.67814,20.93945,20.23948,21.00016,23.03325,19.75601,21.6383
GFJPDDAG_00374 Anthranilate synthase component 1,20.09811,20.88539,19.13864,20.17032,19.66743,19.53576,19.17975,20.6017,19.72947,20.77163,20.78592,19.73933,21.71591,21.07238,20.55667
GFJPDDAG_00377 Indole-3-glycerol phosphate synthase,19.21881,22.56663,19.09464,20.59545,19.95603,21.145,18.9935,20.94268,20.21489,20.97695,21.0855,19.72312,22.00331,20.2258,21.54858
GFJPDDAG_00379 Tryptophan synthase beta chain,23.09189,23.06797,22.36538,20.90696,19.9005,21.31294,19.59018,20.93746,20.89861,20.46012,19.64005,19.38104,21.55147,20.36004,20.15182
GFJPDDAG_00380 Tryptophan synthase alpha chain,20.92441,21.25442,19.90625,21.4161,21.21987,20.89567,19.09776,20.96321,20.46963,19.87116,19.87109,20.60055,21.89404,19.54175,19.93185
GFJPDDAG_00389 hypothetical protein,20.9612,20.20836,19.21005,20.55553,19.12748,20.47015,19.88163,20.67314,20.42713,20.29671,20.57588,19.12115,22.16789,20.78844,21.02222
GFJPDDAG_00390 putative Nudix hydrolase NudL,19.7917,18.46407,18.5753,21.18435,19.90639,21.87898,20.71719,21.02099,20.70501,20.76545,20.29831,19.54162,22.1907,19.34502,20.2139
GFJPDDAG_00394 Cold shock protein CspB,18.06785,24.06439,20.31722,20.694,20.33939,19.84111,19.68722,20.946,22.66055,20.43182,20.43472,19.90008,22.76165,20.09696,20.02991
GFJPDDAG_00395 Multidrug resistance protein 3,22.1699,21.81808,22.28303,20.86837,19.84152,20.95361,19.65233,20.87687,19.2323,21.05054,23.20213,22.73719,21.56541,21.30915,20.87753
GFJPDDAG_00397 hypothetical protein,24.48646,21.98742,23.83932,24.37006,24.2594,20.54068,25.31655,25.61428,25.02796,24.24307,24.35461,25.42185,21.34888,19.76896,20.63436
GFJPDDAG_00402 AI-2 transport protein TqsA,23.00799,19.42912,23.37756,22.83105,23.59514,21.42629,23.46936,20.91482,22.90549,20.48748,22.45463,22.56379,21.46727,19.18656,20.73546
GFJPDDAG_00417 RsbT co-antagonist protein RsbRD,19.79708,21.02506,19.23088,20.98174,19.24963,21.45008,20.58206,20.71372,20.52024,20.48016,19.81704,19.67793,21.82115,20.77958,20.31423
GFJPDDAG_00422 hypothetical protein,19.55496,22.10024,20.28625,21.50934,21.08532,20.71941,19.86347,21.01987,19.6458,21.4783,21.16438,20.89108,22.663,21.41355,20.18266
GFJPDDAG_00427 Response regulator ArlR,21.50378,23.14759,21.52397,21.24491,22.54399,21.01241,22.54076,21.31404,22.14793,20.66347,20.89158,20.22581,22.39672,20.24059,20.49694
GFJPDDAG_00428 Signal transduction histidine-protein kinase ArlS,19.58843,19.84591,18.85591,21.18244,21.16769,21.52751,21.24591,19.7186,19.76486,20.52466,20.93723,19.58524,22.77182,21.44407,21.40927
GFJPDDAG_00430 2-oxoglutarate dehydrogenase E1 component,25.32378,24.61375,24.88026,20.78356,20.70858,20.38538,21.47421,21.94031,22.45636,20.86111,20.64382,19.93253,22.27501,21.24563,21.08296
GFJPDDAG_00431 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,25.81697,25.55289,25.40194,23.92488,23.63001,23.41364,24.0748,23.10132,24.32519,24.55993,23.89837,23.23093,21.6077,21.03394,19.45848
GFJPDDAG_00433 hypothetical protein,20.19128,20.31462,18.62147,19.84511,21.02488,20.75698,20.26282,20.20454,20.13756,20.4364,19.28785,20.12814,22.94643,20.83929,20.8266
"GFJPDDAG_00434 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase",21.23257,22.10575,20.76814,20.1935,22.53941,21.09158,22.03123,22.03654,22.61538,21.51492,21.44294,20.56236,22.70115,20.76902,21.44435
GFJPDDAG_00435 Putative gamma-glutamylcyclotransferase YkqA,19.94487,21.74927,18.29076,20.85045,20.67516,21.84626,20.91848,21.76756,19.76889,20.55956,20.73449,20.31629,21.73464,20.40739,21.1582
GFJPDDAG_00445 TelA-like protein,21.40218,22.34264,21.13239,21.80172,22.87305,21.15261,22.61838,22.9908,23.15502,21.73643,22.36472,22.71417,22.87857,21.3937,20.44341
GFJPDDAG_00450 hypothetical protein,23.46164,22.38703,24.19678,23.19698,23.4139,22.3433,24.89463,24.63848,24.83639,22.84316,23.92416,23.59901,20.89563,21.62885,20.67052
GFJPDDAG_00455 hypothetical protein,21.29816,19.33448,21.51677,21.96355,21.03563,20.91391,21.86374,20.87501,21.61495,22.18616,19.64763,19.73081,21.41001,20.29959,20.50712
GFJPDDAG_00456 hypothetical protein,21.21685,21.07117,21.5316,22.20006,20.10533,19.95513,21.79245,22.93393,22.80922,20.39725,21.94335,21.8905,22.55856,20.5709,20.71241
GFJPDDAG_00457 hypothetical protein,19.77854,18.93549,18.63241,21.64869,18.64516,20.9491,20.81602,20.96143,19.81273,21.37628,19.83993,22.52114,21.98626,20.48694,20.54548
GFJPDDAG_00458 ATP-dependent DNA helicase RecQ,19.61835,18.72168,18.79574,20.40286,20.90707,21.34495,19.72742,21.19418,19.32557,23.31962,20.32029,19.93867,22.98031,20.01426,20.91239
GFJPDDAG_00459 putative ABC transporter ATP-binding protein YbiT,22.87433,23.78457,22.71624,20.52855,21.33371,19.85515,19.84383,20.67123,22.44937,20.34179,19.90439,20.9912,22.44254,18.66658,20.58332
GFJPDDAG_00461 hypothetical protein,24.03699,22.34919,24.28757,24.97281,24.73071,24.83947,25.05552,25.13093,24.80366,24.56384,25.24481,23.78037,22.2635,20.3656,21.72142
GFJPDDAG_00465 Lipoprotein YhcN,25.0703,22.64862,25.8075,25.57799,26.45361,24.31817,26.6569,27.47088,26.26166,24.72536,26.40217,25.93456,21.89391,20.2258,21.43982
GFJPDDAG_00470 hypothetical protein,22.98775,23.46725,23.63788,25.17893,24.63023,21.05659,25.31199,24.626,25.17139,23.5242,24.86117,25.06184,21.30548,21.33645,21.42555
GFJPDDAG_00472 Inner membrane transport permease YbhR,22.83719,23.77032,23.0523,24.82493,24.50415,23.86967,23.67196,22.73326,22.84801,24.69901,24.89772,24.30549,21.5942,19.67618,20.64769
GFJPDDAG_00476 Putative membrane protein YdgH,19.75333,19.52971,18.60192,20.43991,20.64309,20.66021,21.9234,20.6811,20.9255,20.28988,19.53342,20.64778,22.07499,20.93725,20.50379
GFJPDDAG_00477 putative malate:quinone oxidoreductase 1,23.37411,23.03862,22.08151,20.6921,20.32773,20.7998,22.79279,21.55191,22.40953,19.58753,19.95415,20.30372,21.86315,20.40014,20.43658
GFJPDDAG_00490 Pyrimidine-specific ribonucleoside hydrolase RihA,24.3509,22.99423,26.42124,23.83277,23.6371,22.48743,23.51232,23.43314,22.76415,23.31368,25.08736,24.61953,22.52829,19.19553,19.98304
GFJPDDAG_00496 hypothetical protein,24.13548,24.66709,24.59115,21.05015,21.2245,20.56174,20.28026,21.41226,19.93652,21.53319,20.7045,21.32838,22.23568,20.06609,21.04423
GFJPDDAG_00502 putative sugar epimerase YhfK,22.84119,22.02408,19.41056,21.19915,19.81332,20.80687,21.24427,20.11082,19.93237,20.44947,19.69764,21.36386,22.61218,19.08771,21.69279
GFJPDDAG_00516 hypothetical protein,19.47443,19.44983,19.18951,20.04202,20.07574,20.9141,20.05917,21.60762,20.51804,21.13818,19.68013,21.52925,21.58806,21.4991,21.63914
GFJPDDAG_00519 Putative quinone oxidoreductase YhfP,19.60418,19.49319,18.91663,20.93515,21.36295,20.60364,20.53102,19.66126,19.16557,20.65312,20.4002,19.84583,21.09243,22.63004,21.48176
GFJPDDAG_00525 hypothetical protein,19.74895,23.83036,20.60682,20.42361,19.72753,21.00582,18.82082,19.66247,19.61622,20.93389,20.77812,21.04956,22.05904,20.91947,21.35074
GFJPDDAG_00529 hypothetical protein,19.32647,20.13659,19.25211,21.74804,19.1226,21.21741,19.4822,20.9732,19.36017,20.53039,20.42411,20.82387,22.62396,20.29255,20.98091
GFJPDDAG_00543 putative oxidoreductase,24.13626,23.99792,23.24275,21.04586,20.38787,20.72736,19.85479,20.88642,20.12959,21.32063,20.59837,20.40472,21.51245,20.05579,20.66001
GFJPDDAG_00547 Acyl-CoA dehydrogenase,20.31041,21.46259,19.94077,20.5794,20.66063,20.82613,20.4938,19.97488,19.52635,19.6766,21.21126,20.02488,22.06253,21.70117,20.82378
GFJPDDAG_00548 3-ketoacyl-CoA thiolase,23.13019,23.26971,22.23605,21.65341,22.91335,23.45438,20.16862,20.86875,19.71263,21.32705,22.95008,21.10489,21.9135,20.33895,19.67084
GFJPDDAG_00571 Catalase-peroxidase,27.74657,27.4008,26.69046,24.75246,25.26338,25.1334,25.39594,24.4279,25.58887,23.69434,24.84494,24.11164,22.20056,20.99657,22.13506
GFJPDDAG_00572 Oxalate decarboxylase OxdD,25.25929,23.97053,26.15316,25.25872,26.07857,25.60278,25.62299,26.32524,25.65581,25.40737,26.85305,26.40631,21.64427,21.5173,20.55954
GFJPDDAG_00578 hypothetical protein,25.45309,25.36956,24.84847,22.77756,23.8319,23.54616,23.51701,26.42937,24.3507,23.03453,22.71266,22.9109,22.05945,20.52683,19.59016
GFJPDDAG_00582 NADP-dependent alcohol dehydrogenase C 1,20.89144,19.70242,19.93238,20.59829,20.33237,20.61402,19.78217,20.35184,20.59113,21.25433,19.97978,20.42167,22.3609,20.16666,21.73105
"GFJPDDAG_00584 PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK",18.05351,19.49361,19.63414,21.47656,20.91802,21.63365,20.14012,19.91221,19.72781,21.17,20.70117,21.35756,22.2091,21.11635,22.31218
GFJPDDAG_00585 Stress response protein SCP2,23.25465,24.58846,23.04895,21.03395,20.23778,20.25067,20.0888,21.5498,22.4464,20.45081,22.45189,19.47784,21.83151,20.1246,21.20208
GFJPDDAG_00586 General stress protein 16U,24.53106,26.37675,24.22162,20.96617,22.7186,20.89786,22.81673,24.15368,22.72309,20.7987,22.34446,19.82713,22.52785,20.96058,20.03773
GFJPDDAG_00594 TelA-like protein,19.42147,19.63633,18.89534,20.70914,20.96581,20.17238,20.76093,20.35502,20.50564,21.06871,19.44881,19.99249,22.18543,20.56246,21.70998
GFJPDDAG_00598 hypothetical protein,20.39972,20.23356,19.66855,21.53213,20.79695,21.02962,20.517,20.13658,20.41851,21.55766,19.65677,21.52128,21.74586,21.25575,20.98735
GFJPDDAG_00620 hypothetical protein,19.47633,19.16276,19.99305,21.14922,22.28142,21.36865,23.01655,20.52652,24.23586,20.88872,20.82013,20.54187,22.18105,20.01974,20.20473
GFJPDDAG_00642 Solute-binding protein,22.13762,21.82648,22.19184,20.72872,22.35555,20.5148,23.2637,23.3585,24.2793,22.54647,22.32193,22.25977,21.80143,20.62441,20.38098
GFJPDDAG_00657 hypothetical protein,21.33647,19.06128,20.81574,21.05027,20.95915,20.34681,19.36495,20.35265,19.41472,20.24823,19.92888,21.39546,21.86599,20.40164,21.11541
GFJPDDAG_00664 hypothetical protein,22.67956,22.61378,20.5137,21.39044,20.42522,20.66544,19.60074,20.92318,20.55176,21.21904,20.4342,21.20712,22.27574,20.80777,20.63532
GFJPDDAG_00665 hypothetical protein,25.68798,25.65113,24.33974,20.68184,20.02249,20.13882,23.12934,23.62589,23.04612,20.81941,21.94557,19.56634,22.72179,20.03296,21.08933
GFJPDDAG_00682 hypothetical protein,20.57975,19.05952,18.75069,20.85756,21.05913,21.20215,20.75781,19.92147,19.40667,20.76132,18.91719,20.67618,22.42027,21.35598,20.62187
GFJPDDAG_00727 hypothetical protein,22.39111,20.75556,22.90435,20.39254,20.26645,20.68957,23.45814,20.87001,20.64031,20.87671,19.55666,20.69118,23.08687,19.47753,21.10493
GFJPDDAG_00746 hypothetical protein,20.31893,20.71716,20.2986,21.18714,19.92143,20.41288,20.0752,20.71682,19.556,21.28917,20.1119,21.02301,23.14736,20.58241,19.7984
GFJPDDAG_00779 hypothetical protein,19.7862,19.3719,19.72446,21.35035,19.2807,19.80832,20.0634,21.54044,20.62617,20.65233,20.33521,19.77479,22.64509,20.35102,21.36781
GFJPDDAG_00785 Putative thiamine pyrophosphate-containing protein YdaP,20.56858,19.42869,23.04358,21.68391,20.09651,20.88015,19.87164,20.2024,20.1896,20.89997,20.94905,20.41364,22.49023,20.10779,21.58403
GFJPDDAG_00794 Putative HTH-type transcriptional regulator YwnA,20.44763,20.52984,20.47457,20.28416,20.78489,19.92486,20.06749,20.54619,19.89214,21.62377,20.13753,19.8507,22.2609,20.59221,22.16689
GFJPDDAG_00802 Cell wall hydrolase CwlJ,25.35407,24.23177,26.06065,25.29376,25.96413,24.19948,25.27547,25.41313,25.0662,25.99138,26.6584,26.12072,22.80111,18.83622,21.42384
GFJPDDAG_00810 hypothetical protein,25.56238,25.0426,26.92943,25.95786,26.24182,26.06291,26.19229,25.9766,26.49858,25.41509,26.82384,26.0471,22.03935,19.89812,21.07736
GFJPDDAG_00812 Alcohol dehydrogenase,21.72413,18.10398,21.89208,21.07727,20.5059,21.70939,20.89812,20.62261,20.62861,20.94763,20.28416,19.16956,23.38445,19.8371,21.28188
GFJPDDAG_00817 Phosphoglycolate phosphatase,19.69541,21.03966,19.07467,19.58925,20.58447,20.75893,20.81738,20.52461,20.12262,20.31685,19.21593,20.60132,22.03712,20.26911,20.27455
GFJPDDAG_00818 hypothetical protein,20.10904,20.70649,18.74133,20.29715,20.48889,20.23738,19.74698,19.98905,19.13858,20.19127,20.7964,20.04515,22.56322,20.32811,21.58676
GFJPDDAG_00825 Conserved virulence factor B,22.44708,22.65255,20.1929,20.55993,19.35774,21.54226,20.79452,20.25636,19.76959,20.53761,20.58644,20.66346,22.34012,18.96028,20.33209
GFJPDDAG_00832 Vitamin B12-binding protein,26.26191,26.21542,26.00258,23.24425,22.77012,21.21721,24.02909,25.0231,24.33953,21.43329,24.79025,24.12487,22.69181,19.3684,19.98978
GFJPDDAG_00834 Ferric enterobactin transport ATP-binding protein FepC,22.03245,22.42908,21.67508,20.38791,20.45739,20.74072,20.45642,20.69079,19.44388,20.71564,20.68721,19.92752,22.732,20.72943,21.20824
GFJPDDAG_00838 Bifunctional adenosylcobalamin biosynthesis protein CobP,20.46572,19.46757,19.81021,20.86806,20.62573,20.54752,20.31813,20.05397,21.43217,19.90398,19.66496,20.7152,21.85125,19.11875,20.45937
"GFJPDDAG_00839 Cob(I)yrinic acid a,c-diamide adenosyltransferase",23.46613,23.95925,23.22061,21.16426,23.10823,23.49008,24.05986,22.71066,23.90159,21.22037,22.75628,22.64625,23.56798,20.02673,20.81882
GFJPDDAG_00852 Aminopeptidase 2,24.08578,24.01682,23.85605,20.29694,20.12616,20.14377,19.35823,20.28416,19.71055,20.4575,20.43131,21.43223,21.92181,22.13017,20.6071
GFJPDDAG_00855 L-allo-threonine aldolase,21.81206,21.65272,21.03221,21.02687,21.25971,21.4181,19.56176,20.28898,20.47989,20.11756,20.98047,20.6605,21.1745,18.81483,20.71813
GFJPDDAG_00856 hypothetical protein,22.38619,20.90264,23.04768,24.05432,23.38745,21.19478,24.52013,25.50072,25.72231,19.60472,23.81069,23.61358,22.43221,20.01229,20.45427
GFJPDDAG_00857 Sporulation-control protein spo0M,20.89785,20.67124,20.63777,20.81774,20.26791,20.5883,19.72059,20.53708,20.69716,21.27273,19.98742,20.26331,22.78119,21.09667,20.64732
GFJPDDAG_00858 Carbon starvation protein A,24.74432,24.43498,25.01759,25.58173,26.09648,25.64872,25.00432,25.20284,25.11644,26.20538,26.36743,26.24556,22.66156,20.48101,21.39078
GFJPDDAG_00861 hypothetical protein,23.53481,23.78347,23.23007,21.77359,20.68503,21.10328,19.78502,19.63824,19.9122,20.91378,20.54508,21.54848,21.85497,20.1064,21.5672
GFJPDDAG_00869 hypothetical protein,22.10194,22.63763,22.18156,22.40621,21.1274,21.27262,19.83395,20.125,20.42632,21.4315,20.71035,20.23894,23.53098,19.68897,21.10653
GFJPDDAG_00870 Alkaline phosphatase synthesis sensor protein PhoR,19.93331,20.21114,19.52407,27.65294,21.20884,20.45861,20.69951,20.59341,19.09361,19.42579,20.10445,19.91086,21.95142,21.84137,21.01665
GFJPDDAG_00873 putative adenylyltransferase/sulfurtransferase MoeZ,20.69426,17.89297,19.59525,20.95476,20.9751,21.21749,20.45468,20.76699,20.23764,23.55286,21.08591,18.4888,21.95081,19.50994,20.66687
GFJPDDAG_00875 Hydroxyacylglutathione hydrolase GloC,19.52001,19.09137,18.9941,21.14972,20.21908,21.99715,20.40966,20.66548,19.36644,20.56062,20.19243,21.12146,21.67757,18.40004,21.02928
GFJPDDAG_00878 2-hydroxy-3-oxopropionate reductase,21.54009,21.22905,20.07097,22.37074,19.871,21.43787,20.3123,21.43791,19.38674,21.15112,21.022,20.15686,21.31941,20.22959,21.17995
GFJPDDAG_00879 Putative cysteine protease YraA,23.19024,23.56523,23.13366,20.5948,21.70369,20.86783,20.2113,20.94672,21.06068,19.60356,19.90401,20.53226,21.27337,20.1371,20.57843
GFJPDDAG_00881 Peptidyl-prolyl cis-trans isomerase B,22.93609,22.64115,23.35205,21.71428,19.6566,21.38659,22.95945,23.71051,23.46201,20.29053,21.51353,20.54336,23.55927,20.21469,21.36609
GFJPDDAG_00883 hypothetical protein,20.25999,22.55873,20.85603,21.30786,21.8051,21.20018,19.9789,21.23767,20.54949,20.90458,20.15985,20.2501,22.21382,20.35069,19.96388
GFJPDDAG_00884 Putative HAD-hydrolase YfnB,20.62638,21.74444,17.99264,20.85098,21.35852,21.18215,19.57626,20.08061,18.95373,21.11565,20.78047,21.83798,22.08051,20.04186,20.34338
GFJPDDAG_00891 hypothetical protein,25.99492,26.21684,26.32438,25.8654,26.78843,25.14651,25.77608,27.10079,26.3657,25.59403,25.97038,26.41846,20.9111,20.23074,20.27802
GFJPDDAG_00894 hypothetical protein,20.74772,21.85373,20.89178,21.0713,20.7155,20.94039,20.37147,20.88458,19.53429,22.12332,20.03348,19.5215,20.45926,19.89142,20.55291
GFJPDDAG_00896 hypothetical protein,18.89412,18.83163,19.36356,18.57814,20.02915,22.29362,20.9684,21.10916,19.53865,20.90846,19.96978,21.65419,22.5428,20.63243,20.6456
GFJPDDAG_00900 Aminopyrimidine aminohydrolase,20.50891,19.60041,19.76206,20.50406,20.29088,21.49999,19.62966,21.24038,19.69151,20.90546,20.58414,18.96403,22.68457,19.67735,19.50114
GFJPDDAG_00904 Thiazole tautomerase,19.87659,18.84761,19.51379,20.54155,20.43685,21.40447,20.38318,21.02893,19.82496,20.87838,20.01007,19.64585,21.59158,21.22874,20.5797
GFJPDDAG_00905 Glycine oxidase,19.69081,19.38117,19.87609,20.3701,19.76847,21.2432,20.81796,19.95905,21.5824,20.50675,19.28511,20.75196,21.49739,19.49903,21.18447
GFJPDDAG_00907 Thiazole synthase,21.55693,21.603,21.28873,21.07922,21.55467,21.33157,21.54557,21.89964,20.27731,20.80626,20.57669,21.36028,21.84679,21.0652,20.17871
GFJPDDAG_00909 L-cystine uptake protein TcyP,27.98848,26.93641,29.0569,28.06948,29.60666,28.49236,29.25305,28.57953,28.77235,28.62687,29.90354,29.63744,26.50559,25.02952,22.0996
GFJPDDAG_00919 3-oxoacyl-[acyl-carrier-protein] reductase FabG,22.40655,20.04274,19.49254,20.74042,21.38303,21.52628,19.58517,20.2134,19.91963,20.41269,20.12998,21.26822,21.90602,21.66564,21.27062
GFJPDDAG_00923 Phosphoadenosine phosphosulfate reductase,19.75362,21.69043,18.47375,21.08086,21.3351,21.34521,19.24313,21.05559,19.21059,20.49827,19.84301,19.38364,22.68926,20.23788,20.6905
GFJPDDAG_00924 Sulfate permease CysP,20.33237,19.60961,21.38068,20.98828,20.00258,21.7903,18.97324,19.7774,20.65681,21.64783,20.57875,20.08705,22.7095,20.32573,20.26675
GFJPDDAG_00925 Sulfate adenylyltransferase,26.43543,26.39496,25.38251,21.74301,19.59818,22.02961,19.16047,20.98671,20.08792,20.79262,19.6443,21.39592,22.65123,21.3361,20.61028
GFJPDDAG_00926 putative adenylyl-sulfate kinase,24.22766,24.52582,23.64724,20.8349,20.32532,21.57181,20.27737,21.75491,19.27841,19.99136,20.45391,19.38053,22.90652,20.55033,22.14557
