Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
DMKJLJHC_00319 hypothetical protein,26.0606,26.06815,26.22407,27.54503,27.80618,27.67398,27.11981,27.34892,27.33833,28.02897,27.83406,27.84188,26.76256,21.74417,25.61905
DMKJLJHC_00323 Ectoine hydrolase,24.32787,24.32965,24.14911,24.17173,24.52283,24.45275,24.23133,24.40165,24.17684,24.25883,24.4622,24.44897,23.57485,22.74372,22.60243
DMKJLJHC_00329 Cytochrome bd-II ubiquinol oxidase subunit 1,23.5405,23.22155,22.95507,23.62868,23.64559,23.73449,22.01066,22.88013,20.91976,23.83836,23.58612,23.75399,22.341,21.98212,22.26443
DMKJLJHC_00333 hypothetical protein,24.16576,24.30111,24.31084,23.87821,23.82347,24.1368,24.36052,23.83923,24.48873,24.05937,23.82619,23.77042,22.81892,22.74588,22.6862
DMKJLJHC_00334 hypothetical protein,21.79102,21.98499,21.69226,22.07751,22.44698,21.98999,21.74049,21.87807,22.04444,22.34191,21.73983,22.5888,21.50901,20.98907,21.72247
DMKJLJHC_00335 Purine nucleoside phosphoramidase,21.63218,21.50359,21.58298,19.62486,20.48923,20.07746,20.50587,19.96404,20.06415,20.23116,20.02958,19.61293,21.56781,22.44671,21.58095
DMKJLJHC_00341 3-oxoacyl-[acyl-carrier-protein] reductase FabG,22.58562,22.61897,22.52145,22.86234,22.82221,23.02218,23.78467,23.53955,23.46463,22.67176,22.60991,22.82623,22.49157,21.49933,21.8439
DMKJLJHC_00344 putative protease SohB,21.11063,21.11299,21.61032,21.89911,21.69791,21.34695,21.75959,20.09756,21.89833,21.6543,21.11095,21.27946,23.30093,22.91079,21.29638
DMKJLJHC_00346 NADP-reducing hydrogenase subunit HndC,21.821,19.01515,22.14436,22.74905,22.05427,22.38084,23.23876,23.33238,23.53386,20.10393,22.12433,22.399,21.62083,22.27758,22.19325
DMKJLJHC_00347 Putative formate dehydrogenase,20.86378,20.9417,20.88744,20.9255,21.10693,20.97316,21.41875,21.65123,21.73082,19.90658,20.65018,20.83969,21.85012,21.77041,20.98868
DMKJLJHC_00350 Succinyl-diaminopimelate desuccinylase,20.4614,20.36854,20.19328,20.92723,20.55618,20.17477,20.58217,19.79283,20.01752,20.63218,20.91568,20.84146,22.42283,21.91542,21.78017
DMKJLJHC_00354 Glutaredoxin 4,21.01148,21.16681,20.65167,19.9981,18.83794,19.66055,19.88543,20.49274,19.09042,20.18053,20.09704,19.98957,21.72057,21.49962,21.73016
DMKJLJHC_00356 Phosphoribosylformylglycinamidine synthase subunit PurL,26.355,26.23021,26.26874,25.59958,25.32598,25.66622,25.23838,25.18416,25.08083,25.50079,26.04214,25.49274,24.38027,22.88754,24.1425
DMKJLJHC_00358 HTH-type transcriptional regulator CynR,23.51557,23.41313,23.57957,23.69869,23.51989,23.48996,23.64669,23.65709,23.64471,23.67379,23.31493,23.29936,22.36789,22.06223,21.33135
DMKJLJHC_00359 hypothetical protein,23.29081,23.9558,23.87427,27.55039,27.72917,27.36035,27.64423,27.53133,27.60795,27.17712,27.55633,27.75564,24.38344,21.71901,25.17972
DMKJLJHC_00361 Glutamate racemase,23.01062,22.55501,22.55375,22.60748,22.76699,22.6991,22.74628,22.83432,22.576,22.87804,22.94143,22.78794,21.89061,22.33778,21.61163
DMKJLJHC_00362 N-acetyl-gamma-glutamyl-phosphate reductase,25.82187,25.83516,25.91848,25.93616,26.07325,26.09144,26.39519,26.50808,26.42291,26.15761,26.22836,26.05526,25.00826,21.49763,21.19291
DMKJLJHC_00370 putative acyl-CoA thioester hydrolase,19.57847,19.85498,19.48312,20.14507,20.50455,20.24934,20.54274,20.7982,20.40717,20.19015,20.76069,21.2802,22.01302,21.06559,21.62536
DMKJLJHC_00371 Chaperone protein ClpB,23.33211,23.03419,23.06052,24.01325,23.61144,23.99878,24.30243,24.4318,24.32992,23.59491,23.67853,24.09531,21.82645,22.01673,21.23877
DMKJLJHC_00373 Orotidine 5-phosphate decarboxylase,23.94584,23.93067,24.02859,23.32017,22.94757,23.57231,23.48419,23.09713,23.39859,23.50167,23.30883,20.06598,22.36635,21.05534,20.96566
DMKJLJHC_00377 Modulator of FtsH protease HflK,24.20247,23.95917,24.22737,24.57115,24.63727,24.59167,24.41751,24.59656,24.62756,24.54422,24.51647,24.54339,23.71104,22.5696,22.25438
DMKJLJHC_00379 Methionine--tRNA ligase,27.34604,27.325,27.3119,26.39305,26.30916,26.38943,26.22162,26.02035,26.00702,26.1873,26.30581,26.41009,25.38495,20.86531,22.89125
DMKJLJHC_00381 50S ribosomal protein L31,20.32597,20.35703,21.29205,19.05245,20.22708,20.70582,19.29923,19.98853,20.32461,19.96388,20.2626,19.21517,21.98575,20.62982,21.25939
DMKJLJHC_00382 50S ribosomal protein L19,26.79154,26.80686,26.7128,25.63417,25.81609,25.72946,25.97261,26.08847,26.04112,25.31178,25.53851,25.28507,25.64949,24.28602,25.05329
DMKJLJHC_00387 30S ribosomal protein S16,25.02437,25.23932,25.20542,24.2535,24.25436,24.33743,24.56784,24.57571,24.54563,24.07879,23.99127,23.93822,24.79387,21.43598,24.31983
DMKJLJHC_00390 Signal recognition particle protein,24.89277,24.96424,25.03069,23.94584,23.57045,23.53683,25.0571,24.84436,24.9566,23.4491,23.22332,23.40015,22.51634,21.96681,21.30296
DMKJLJHC_00391 FMN-dependent NADH-azoreductase,19.00533,20.90035,21.65285,19.54514,19.22513,20.55654,26.93371,27.045,27.13399,20.9387,20.01059,19.6125,21.51341,21.7111,22.52821
DMKJLJHC_00392 HTH-type transcriptional regulator DmlR,23.64417,23.91022,24.1145,23.97412,23.9518,24.07071,24.53985,24.54215,24.67767,23.92497,24.00727,23.78057,21.6577,22.31203,21.22527
DMKJLJHC_00396 Glucans biosynthesis protein G,25.99701,25.75264,25.97489,25.47386,25.68907,25.47035,25.85973,25.97456,25.83057,25.5274,25.43603,25.48824,25.32402,21.30717,20.81276
DMKJLJHC_00397 Na(+)/H(+) antiporter subunit A,22.64656,22.83898,22.37015,23.20265,22.26302,23.06437,22.4424,22.89789,20.02892,22.84021,23.12556,23.19232,22.29667,21.13201,21.7559
DMKJLJHC_00399 Na(+)/H(+) antiporter subunit D,21.70468,21.86019,21.61063,19.97253,21.86431,20.20994,19.58855,20.78234,19.96126,22.16846,21.85962,22.20228,22.12445,22.03755,20.94192
DMKJLJHC_00403 Lipid A export ATP-binding/permease protein MsbA,22.50147,22.48824,22.34327,22.23462,22.42624,21.78999,21.72605,21.62627,20.08741,22.16116,22.44218,22.44015,21.26022,22.38784,20.97908
DMKJLJHC_00404 Tryptophan synthase alpha chain,25.07406,25.01856,24.99053,24.77223,24.58107,24.5734,25.084,25.19944,24.89717,24.88674,25.19205,24.8469,25.08192,21.9731,22.48388
DMKJLJHC_00405 Ribosome-binding ATPase YchF,25.86415,25.73027,25.61496,25.22074,25.12301,24.95296,24.56087,24.76091,24.69763,24.91146,24.87727,24.72219,24.27824,22.45567,22.32516
DMKJLJHC_00408 Putative acyl-CoA dehydrogenase AidB,22.39328,22.6527,22.82285,23.21775,23.03054,23.24658,23.57957,23.52265,23.17534,23.03641,23.33238,22.97516,21.94839,21.95217,21.97419
DMKJLJHC_00410 General stress protein 69,26.74304,26.76775,26.66546,25.75062,26.01996,25.99341,25.6875,25.71277,25.62926,25.88267,25.88136,25.76886,25.85167,21.2458,24.33722
DMKJLJHC_00416 hypothetical protein,20.40327,19.98053,20.82733,21.29081,21.18229,21.0496,22.18307,21.83684,21.65892,21.0021,21.14762,21.58555,21.38598,22.46194,22.01629
DMKJLJHC_00423 hypothetical protein,20.14445,20.37602,20.51692,21.10706,20.92274,21.20389,20.93071,20.86475,19.8531,20.76903,20.73165,20.68569,22.19932,21.67327,22.08563
DMKJLJHC_00430 Lysine--tRNA ligase,25.96182,26.00687,26.00881,24.68073,24.73319,24.54516,24.83413,24.17341,24.74011,24.74535,24.78387,24.97671,23.80784,21.7677,24.66552
DMKJLJHC_00431 hypothetical protein,21.18927,20.05352,19.69276,20.2907,20.40381,20.61043,21.90478,20.83183,20.2794,20.20646,20.27957,20.56802,21.4849,21.3306,21.6718
DMKJLJHC_00432 Acetyl-coenzyme A synthetase,28.10505,28.18702,27.97224,27.43595,27.2764,28.33053,26.0524,26.33785,25.72476,28.26839,27.49816,27.63298,28.21076,22.00481,27.25899
DMKJLJHC_00434 hypothetical protein,21.23555,21.13533,20.96035,20.93017,20.85139,22.44068,20.4744,20.655,20.3656,22.9446,21.40239,21.33653,22.03837,21.62732,21.2271
DMKJLJHC_00435 Cation/acetate symporter ActP,25.90316,25.95318,25.96387,25.87195,25.73086,26.90242,23.88474,24.49026,23.51256,27.08213,26.20283,26.29973,25.62508,22.0624,23.2415
DMKJLJHC_00436 Hypoxic response protein 1,23.62945,24.0441,23.92669,23.78367,23.44342,24.70762,23.91306,23.17118,23.33456,24.72396,24.05904,23.95828,21.92382,22.9709,21.71901
DMKJLJHC_00439 DNA polymerase III PolC-type,21.43497,21.58293,21.40078,21.04747,20.2352,22.27946,19.61013,19.95929,20.01631,22.5248,21.7645,21.34722,21.36677,21.36441,21.61491
DMKJLJHC_00441 putative FAD-linked oxidoreductase,21.8108,21.67038,22.10162,21.01175,20.92048,21.35132,20.81104,20.98905,20.99721,21.74874,20.17485,20.00766,21.67464,21.84871,22.36138
DMKJLJHC_00443 Lactate utilization protein A,21.05484,20.79463,20.94835,20.98704,20.57874,20.87079,20.45,20.83761,20.69226,20.93085,20.70185,20.75058,22.96923,20.72604,20.96077
DMKJLJHC_00447 Aspartate-semialdehyde dehydrogenase 2,27.2507,27.03957,27.219,26.3735,26.55758,26.58907,26.4473,26.79203,26.64196,26.66153,26.79179,26.76913,26.26506,23.53148,24.60947
DMKJLJHC_00448 hypothetical protein,21.61369,21.6628,21.735,20.99473,21.52032,19.48123,20.48399,19.52033,21.51547,21.28263,21.1194,19.99664,21.57878,22.19437,21.42064
DMKJLJHC_00449 D-inositol 3-phosphate glycosyltransferase,22.37231,22.05768,22.22185,21.72675,20.80589,21.75013,19.41821,20.6588,19.92394,22.50055,21.89356,20.4013,21.61963,21.90546,21.94846
DMKJLJHC_00452 hypothetical protein,26.52701,26.54308,26.35085,26.69392,26.66071,26.70068,27.56551,27.38311,27.43293,26.45353,26.79934,26.83268,27.45701,21.12494,26.09277
DMKJLJHC_00454 Carbonic anhydrase 1,25.84048,25.97255,25.8934,25.36135,25.50006,25.44164,25.80449,25.68057,25.74088,25.58049,25.42768,25.5319,21.1744,21.07396,21.65607
DMKJLJHC_00456 Peptidase B,24.93468,24.86349,24.68539,24.79749,24.85377,24.93179,24.48603,24.74031,24.73262,24.84264,24.83094,24.86797,21.85152,22.63097,22.42616
DMKJLJHC_00460 S-(hydroxymethyl)glutathione dehydrogenase,25.98715,25.60167,25.87021,26.16751,26.0471,25.89733,26.04335,26.15817,26.31885,25.86795,26.12849,26.15225,25.3657,21.77725,24.33518
DMKJLJHC_00461 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,24.00547,24.02488,24.19227,22.86019,23.17364,22.99198,22.72538,22.6907,22.81658,23.2051,22.95392,22.76788,22.82049,21.15844,22.03773
DMKJLJHC_00462 hypothetical protein,23.7962,24.00325,23.72567,24.35367,24.51845,24.68517,24.75735,24.83181,24.51935,24.52163,24.38962,24.29887,25.0662,21.87212,24.80504
DMKJLJHC_00464 Histidine biosynthesis bifunctional protein HisB,21.32625,21.47497,21.87155,21.63529,21.83954,21.46857,21.76268,21.64878,20.0508,21.56997,21.71561,22.34771,21.97366,22.74329,22.56369
"DMKJLJHC_00470 2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase",21.05311,21.3469,21.49434,21.45458,21.70274,21.13984,19.75234,20.60687,19.51041,21.22064,21.40343,21.49702,21.81488,21.74965,21.58328
DMKJLJHC_00471 NADH pyrophosphatase,22.2894,22.70514,22.44185,20.07623,22.12386,22.22788,22.08401,22.69782,22.35361,22.08021,21.42824,21.87882,21.91653,22.04916,21.35751
DMKJLJHC_00473 P-protein,23.37677,23.49924,23.8225,23.80637,23.71041,24.03255,23.73707,24.18147,23.79213,24.01665,23.81196,24.12013,21.60982,21.00342,21.84705
DMKJLJHC_00474 Cytochrome c-552,20.73691,20.12047,20.51989,22.69808,22.5253,22.53067,22.48932,23.20693,22.58353,22.72021,22.85439,22.74854,22.11848,22.03371,21.12533
DMKJLJHC_00475 putative ABC transporter-binding protein,25.00885,24.8511,24.89083,25.08748,25.04843,25.13324,24.70414,24.6221,24.7901,25.05034,25.05693,24.97885,21.15293,21.95705,22.0344
DMKJLJHC_00476 Inner membrane ABC transporter permease protein YejB,20.07934,20.50388,19.26758,20.11883,20.2214,19.83839,20.68873,20.96394,20.36609,19.93733,20.42183,20.40104,20.91852,21.49828,22.6931
DMKJLJHC_00478 Glutathione import ATP-binding protein GsiA,23.39244,23.64482,23.26614,23.26084,23.33511,23.49057,23.06044,22.30391,22.81701,23.17598,23.12517,23.27042,22.58039,21.85271,23.29656
DMKJLJHC_00482 Thiamine-binding periplasmic protein,26.44681,26.0966,26.20396,21.73455,20.19976,20.95978,21.95312,20.29983,20.30151,22.01171,21.27242,21.28314,21.03421,22.12587,21.47905
DMKJLJHC_00485 Proton/glutamate-aspartate symporter,23.23824,23.04243,22.67601,23.75267,23.55262,24.02242,22.82846,23.27895,22.60508,23.76334,23.90527,23.95642,21.59782,22.18241,23.28306
DMKJLJHC_00486 Chorismate synthase,24.39303,24.26849,24.14141,23.507,23.8098,23.7542,23.64823,23.53053,23.80902,23.74888,23.7541,23.75522,24.02064,22.17515,21.77529
DMKJLJHC_00489 Prolipoprotein diacylglyceryl transferase,19.86656,20.7725,21.3626,21.36464,21.54,21.38648,20.21586,20.2246,20.63,20.16006,21.40961,20.1835,21.88834,21.49663,21.57199
"DMKJLJHC_00494 Oligoendopeptidase F, plasmid",27.43141,27.45631,27.50249,27.24409,27.29772,27.183,26.53402,26.52103,26.6454,27.24771,27.19657,27.23672,26.04179,23.1453,25.00118
DMKJLJHC_00495 hypothetical protein,23.50664,23.37716,23.49534,23.75216,23.70809,23.76233,23.17321,23.29235,23.49911,23.78077,23.63345,23.6212,24.16653,20.82402,21.93959
DMKJLJHC_00496 hypothetical protein,23.37836,23.35057,23.42829,23.80745,23.59901,23.60569,23.46214,23.48235,23.48873,23.8511,23.65392,23.56302,22.5891,21.44638,21.96768
DMKJLJHC_00498 hypothetical protein,21.96063,21.97788,22.32174,20.11372,19.64283,19.99933,19.72282,19.23515,20.30258,21.3431,21.05868,20.00649,22.51935,21.63745,22.30036
DMKJLJHC_00499 Lysophospholipase L2,21.13075,21.44763,21.51157,22.10553,22.58719,22.55997,22.51917,22.53438,22.45987,22.39736,22.06559,22.19454,21.11829,22.53902,22.37087
DMKJLJHC_00500 hypothetical protein,23.20593,20.14454,18.79664,21.67029,22.39827,22.3463,22.20344,22.56688,22.4868,22.60635,21.91532,22.26939,21.70815,21.98332,23.03173
DMKJLJHC_00502 hypothetical protein,25.95389,25.90265,25.89393,25.08075,25.25584,25.26084,25.42512,25.19828,25.54898,25.18971,25.25526,25.29063,20.86388,20.96739,23.0232
DMKJLJHC_00512 3-mercaptopyruvate sulfurtransferase,24.58015,24.63012,24.99559,24.67196,24.79828,24.86358,24.83851,25.19118,24.98364,24.85143,24.76991,24.63672,22.84582,20.8943,20.96695
DMKJLJHC_00513 Aromatic-amino-acid aminotransferase,27.06569,27.03423,27.01031,26.87935,26.93112,26.93281,27.08669,27.17417,27.05972,27.03276,27.13291,27.04593,27.27622,26.97782,26.94737
DMKJLJHC_00514 putative HTH-type transcriptional regulator YusO,22.95731,23.00251,22.90965,21.46553,21.39634,20.15974,21.90397,21.71725,22.15351,21.19946,21.21068,20.96247,21.43715,21.93951,21.01159
DMKJLJHC_00515 putative multidrug resistance protein EmrK,23.29544,23.17551,23.10602,24.4792,24.06562,24.31043,25.69697,25.85695,25.72692,23.60354,22.94855,23.01873,22.72665,22.65914,21.67135
DMKJLJHC_00521 Penicillin-binding protein 2D,25.63287,25.75177,25.67511,24.20859,24.29249,24.49515,21.06184,19.59423,22.93018,24.60682,24.05697,24.381,21.38859,20.7486,21.82266
DMKJLJHC_00522 putative phospholipid-binding protein MlaC,23.09658,23.08391,23.22773,23.40419,23.52516,23.40406,23.46488,23.58806,23.57911,23.31935,23.2141,23.26657,22.17204,21.62844,21.51752
DMKJLJHC_00526 Cystathionine beta-lyase PatB,24.06423,24.21119,24.16323,23.87989,24.27419,23.88865,23.81617,23.89975,23.70039,24.02284,24.05755,24.19175,24.16262,22.19231,24.296
DMKJLJHC_00530 hypothetical protein,23.74253,23.78387,23.68282,24.31479,24.20023,24.25335,23.53481,23.53041,23.63677,24.15422,24.03641,24.08245,21.69994,21.76714,21.96819
DMKJLJHC_00532 High-affinity branched-chain amino acid transport ATP-binding protein LivF,19.1047,19.77692,20.44038,18.99446,20.47797,19.92249,20.26213,20.46523,20.38047,19.59343,20.17023,20.13946,21.23688,21.9193,21.77307
DMKJLJHC_00533 hypothetical protein,26.46473,26.56732,26.52352,27.69763,27.82572,27.78911,27.88233,27.88786,27.87103,27.8818,27.85858,27.77863,27.58176,21.36047,26.92965
DMKJLJHC_00538 Long-chain-fatty-acid--CoA ligase FadD15,22.06247,20.47486,20.63273,23.08057,22.93265,22.61849,23.93966,23.55508,23.68378,23.14107,22.90054,22.9916,21.24643,22.61436,22.49739
DMKJLJHC_00541 Lipoprotein E,26.28658,26.24029,26.48304,26.87807,27.24318,27.03412,26.00622,26.25506,26.21963,27.09376,26.82493,26.73635,26.23383,21.82621,25.05246
DMKJLJHC_00544 GTP pyrophosphokinase rsh,23.98789,23.97115,24.05457,24.02918,23.95065,23.83807,23.72046,23.64944,23.71251,23.89032,23.95331,23.95544,21.00612,21.61175,20.98527
DMKJLJHC_00547 hypothetical protein,23.62745,23.80045,23.91077,23.1984,23.36613,23.4675,23.60275,23.82279,23.77062,23.55918,23.34516,23.4853,21.95692,20.95423,21.91876
DMKJLJHC_00550 hypothetical protein,23.96746,23.95278,23.61661,22.89774,22.92437,22.82602,22.98261,23.24468,22.93576,22.90334,23.01003,22.95862,23.42854,22.47308,21.82284
DMKJLJHC_00553 Putative multidrug export ATP-binding/permease protein,21.31921,20.71825,21.09262,21.47417,21.58907,21.52042,21.345,21.5816,21.24197,21.67741,21.19713,21.6808,20.56517,21.74418,21.25863
DMKJLJHC_00556 33 kDa chaperonin,21.97418,22.72201,22.43365,22.25119,22.34911,22.18201,22.14118,22.76424,22.70868,21.5209,22.34911,22.30106,21.65141,21.77763,21.90585
DMKJLJHC_00560 L-threonine dehydratase biosynthetic IlvA,22.45161,22.25211,21.87661,22.28193,19.61606,22.18752,22.31523,22.6165,22.60132,22.30966,22.38137,22.45111,21.30597,21.25974,21.54301
DMKJLJHC_00561 hypothetical protein,21.98252,21.39299,21.23234,21.71326,21.47274,20.40372,19.77946,20.21567,20.40736,20.06842,21.62654,21.5787,21.95725,21.8727,21.97223
DMKJLJHC_00562 Argininosuccinate synthase,27.9577,28.06528,27.9752,27.33509,27.49564,27.38467,27.76072,27.4698,27.67519,27.40771,27.40381,27.36026,25.60874,23.79392,25.85833
DMKJLJHC_00564 Ubiquinone biosynthesis O-methyltransferase,21.96024,21.87763,22.31161,19.46784,22.13511,21.93233,22.24722,21.88204,21.87564,21.38221,21.78405,21.68072,22.13784,22.17287,22.31855
DMKJLJHC_00565 Proline iminopeptidase,19.69248,20.07248,19.5484,20.17681,20.07148,20.08016,20.22117,20.47694,20.25373,19.48734,19.69226,20.83365,21.75101,20.77152,21.93534
DMKJLJHC_00567 Ribosome maturation factor RimP,19.46067,22.05999,23.32745,20.91411,20.13618,20.06466,20.26642,20.5005,20.87094,21.28726,21.16441,21.23626,21.49333,22.12022,22.39748
DMKJLJHC_00568 Transcription termination/antitermination protein NusA,26.87432,26.67169,26.84924,26.3903,26.27122,26.2092,26.66682,26.69591,26.58291,26.06964,26.16196,26.31981,24.62912,21.50026,24.49387
DMKJLJHC_00569 hypothetical protein,21.65661,21.49512,21.98729,20.54556,21.82034,19.65961,22.34679,20.29256,20.15129,21.92158,19.88869,19.67087,22.30063,22.11423,21.96914
DMKJLJHC_00570 Translation initiation factor IF-2,27.60322,27.60788,27.53934,26.70345,26.50528,26.69803,26.68164,26.55788,26.70174,26.614,26.67533,26.72495,25.01631,23.85291,24.89037
DMKJLJHC_00573 Arginine biosynthesis bifunctional protein ArgJ,25.77256,25.59642,25.81702,24.8374,24.87998,24.8879,25.03419,24.9839,25.01137,24.81812,25.05105,24.9482,24.97928,21.43539,21.41568
DMKJLJHC_00574 putative parvulin-type peptidyl-prolyl cis-trans isomerase,26.03637,25.92209,26.14157,25.7342,25.46301,25.71539,25.90564,25.99725,25.81044,25.68311,25.76043,25.56726,25.39784,21.47419,22.45741
DMKJLJHC_00575 Protein translocase subunit SecA,28.1548,27.96372,28.01908,27.2848,27.05621,27.29702,27.0801,27.00292,27.02791,27.2666,27.28745,27.40706,24.36266,21.89268,23.44114
DMKJLJHC_00578 Chaperone protein DnaJ,22.94047,23.12152,23.12403,22.60653,23.05641,22.92269,23.05146,22.81525,23.04642,22.71848,22.61939,22.63227,22.26863,21.26906,22.46941
DMKJLJHC_00579 Chaperone protein DnaK,29.20972,29.22915,29.20939,28.46416,28.43762,28.4903,28.66702,28.69591,28.62669,28.43448,28.41893,28.49465,27.63138,24.72328,26.5773
DMKJLJHC_00581 Glutathione S-transferase,24.42956,24.36606,24.46706,23.68955,23.81987,24.29971,24.61122,23.87867,24.25104,23.83113,24.14235,24.10597,21.48889,21.56876,20.85952
DMKJLJHC_00583 hypothetical protein,20.47011,20.66813,20.5966,20.05706,21.32719,20.44761,20.53095,21.49989,20.84977,20.48375,19.81458,19.41246,22.37927,21.86032,21.8938
DMKJLJHC_00584 Adenine deaminase,24.50755,24.46688,24.47333,24.5386,24.55772,24.47147,24.63561,24.89892,24.81235,24.59673,24.50185,24.57283,24.74345,21.32904,22.31251
DMKJLJHC_00585 AMP nucleosidase,26.18404,26.13751,26.06419,26.31475,26.12408,26.18926,26.34844,26.43224,26.42026,26.21566,26.19357,26.39751,25.8629,21.3011,24.8768
DMKJLJHC_00586 DNA-binding protein HU,27.50028,27.36294,27.43277,24.45795,24.4913,24.92556,24.35279,24.75307,24.19903,24.78492,24.63439,24.7083,26.10077,22.14699,25.33439
DMKJLJHC_00588 Membrane-bound lytic murein transglycosylase B,25.33385,25.39261,25.36249,25.6757,25.53896,25.6013,25.45378,25.20877,25.18469,25.58405,26.0281,25.9118,22.95188,21.19647,22.07663
"DMKJLJHC_00591 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",25.68549,26.00277,25.92511,25.36596,25.62511,25.40587,25.33026,25.47923,25.3865,25.44323,25.30563,25.29621,25.15599,23.2184,24.676
