Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
GFJPDDAG_00073 Methylmalonyl-CoA mutase large subunit,21.66345,21.82823,21.01393,21.15584,20.66726,20.10082,22.57957,22.3456,23.14266,20.9475,19.80361,21.33599,22.62817,20.07333,21.90907,0.005561718237012067,0.005797129523560536,0.013245508845054292,0.005494599815362232,0.059791839828296736,21.50187,20.641306666666665,22.689276666666668,20.6957,21.536856666666665,0.3515225879892608,0.43110090213571006,0.334517389117848,0.6504355187615963,1.0757040889678835,-0.8605633333333351,1.1874066666666678,-0.8061700000000016,0.034986666666664945,2.047970000000003,0.054393333333333516,0.8955500000000001,-1.9935766666666694,-1.1524200000000029,0.8411566666666666,0.09391258234524724,0.025804531790435185,0.19792726303152938,0.9672221121109819,,+,,,0.00605527340781886,0.9262153640359143,0.3358555723511438,+,,,0.018230304670496744,0.22151723769033485,+,,0.39757275776402823,
GFJPDDAG_00075 hypothetical protein,22.76172,22.3317,22.2526,21.60289,19.96834,21.67157,19.92099,19.57519,19.16585,21.99984,19.91088,20.64848,22.63848,21.50484,19.78743,0.010720750440810585,0.00786237614918973,0.001507506994757352,0.006127850399144445,0.05110066045229121,22.448673333333335,21.080933333333334,19.554009999999998,20.853066666666667,21.31025,0.22370049043804544,0.7872217729176155,0.3086481807279396,0.8649972055960002,1.172041090491285,-1.3677400000000013,-2.8946633333333374,-1.5956066666666686,-1.1384233333333356,-1.526923333333336,-0.22786666666666733,0.22931666666666572,1.2990566666666687,1.7562400000000018,0.45718333333333305,0.07736551596522964,0.0004261548024186755,0.06496673321409496,0.24855859346516646,,+,,,0.06305172014625186,0.7965598837551617,0.8295956563306413,,,,0.11607091502982265,0.10978299256329267,,,0.6800993153631623,
GFJPDDAG_00076 Arginine-binding extracellular protein ArtP,21.71666,21.63781,21.45674,21.07409,20.67029,19.90078,21.29533,20.53683,20.06385,21.15885,20.75955,19.76706,22.9988,19.96187,20.06668,0.005968619664818664,0.005435522484718674,0.0031824945190813956,0.005007652355819309,0.04147404047782428,21.603736666666666,20.54838666666667,20.632003333333333,20.56182,21.009116666666667,0.10881282287590163,0.4866959393251148,0.5072338186236759,0.5851454039809252,1.4075690887089296,-1.0553499999999971,-0.9717333333333329,-1.0419166666666655,-0.594619999999999,0.08361666666666423,0.013433333333331632,0.4607299999999981,-0.0701833333333326,0.37711333333333386,0.44729666666666645,0.04023099821514307,0.05704059638817709,0.06852466783644791,0.5834754260899957,+,,,,0.8745742162548561,0.9812818084528345,0.6843404106457609,,,,0.9041995589765628,0.7395072142419605,,,0.6994495518195198,
"GFJPDDAG_00080 Putative L,D-transpeptidase YkuD",20.54567,19.66112,20.95433,20.86869,20.28916,20.63605,21.41725,21.6158,22.40059,20.87322,21.45814,19.60923,22.2331,21.82029,19.20415,0.002568098712795533,0.005625567807253254,0.00720684606076084,0.005311715009134068,0.04373955686231592,20.38704,20.597966666666665,21.81121333333333,20.646863333333332,21.085846666666665,0.539734893998896,0.23811973239434808,0.42456186595385936,0.7715979317551913,1.3411909590691742,0.2109266666666656,1.4241733333333322,0.2598233333333333,0.6988066666666661,1.2132466666666666,0.0488966666666677,0.48788000000000054,-1.1643499999999989,-0.725366666666666,0.43898333333333284,0.6396962322982978,0.042687529507541955,0.7162621919772094,0.5317855378525455,,+,,,0.024344796006017,0.9358720218883587,0.6391345382965978,+,,,0.13487575871531587,0.5062842164273172,,,0.7087653379284498,
GFJPDDAG_00083 Methylmalonyl-CoA carboxyltransferase 12S subunit,23.92913,23.28912,23.35097,21.23751,19.82836,25.47856,19.3986,19.86826,19.92481,20.7159,19.2499,21.26557,22.29155,19.23739,21.85371,0.022576250429791493,0.016859720561682962,0.0017037472906798214,0.004508886133142316,0.045022367954974676,23.523073333333333,22.18147666666667,19.730556666666665,20.410456666666665,21.127550000000003,0.28823354886079616,2.4013183616273985,0.2358613957862173,0.8507655805736908,1.3484446807587864,-1.341596666666664,-3.7925166666666676,-3.1126166666666677,-2.3955233333333297,-2.4509200000000035,-1.7710200000000036,-1.0539266666666656,0.6799,1.396993333333338,0.717093333333338,0.47661339507192196,0.000135131993058241,0.00804138988026553,0.06992700297519734,,+,+,,0.2242097396176059,0.38120416427586,0.6171021251018256,,,,0.3373273103421707,0.2224390674631287,,,0.5593141912249715,
GFJPDDAG_00084 Peptidase T,23.56326,25.41564,23.00412,19.46555,21.39325,21.73597,20.48601,21.02967,19.41565,21.60059,21.05795,20.5761,22.89644,21.14111,20.41248,0.03129804542419644,0.006769059444352753,0.0025466452934779027,0.007162820275766999,0.05761463284014811,23.994339999999998,20.864923333333333,20.310443333333335,21.078213333333334,21.483343333333334,1.0306081222268721,0.9993493030078223,0.6705136741997801,0.4184916502817656,1.0425472207477644,-3.129416666666664,-3.683896666666662,-2.9161266666666634,-2.5109966666666637,-0.5544799999999981,0.21329000000000065,0.6184200000000004,0.7677699999999987,1.1728999999999985,0.40512999999999977,0.03682870438599623,0.013292784180672305,0.020698471255957397,0.07257831540134894,+,+,+,,0.5502086304128279,0.7944984394920906,0.5774644416801993,,,,0.2414834141807863,0.2518461920017576,,,0.6369017463347633,
"GFJPDDAG_00087 6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating",24.95505,24.6679,24.46656,20.84011,20.63159,20.17599,19.17294,20.51716,20.47968,20.91416,19.80102,19.63946,20.91051,19.49017,21.86499,0.050920122726937044,0.005438700770643369,0.0021357577677944967,0.0036820972816842324,0.03478138231567777,24.696503333333336,20.549229999999998,20.056593333333335,20.118213333333333,20.75522333333333,0.20044821947048744,0.27730995991248997,0.6250245849742405,0.5666708218671179,0.9757144287591982,-4.147273333333338,-4.63991,-4.578290000000003,-3.941280000000006,-0.4926366666666624,-0.4310166666666646,0.20599333333333192,0.06161999999999779,0.6986299999999943,0.6370099999999965,6.795443500411753e-05,0.0005626605453317237,0.00042116576394270227,0.005006103015686305,+,+,+,+,0.36587002661217305,0.3886669339461034,0.7882263324059675,,,,0.922702768492605,0.4418929225419956,,,0.469352305572277,
GFJPDDAG_00091 hypothetical protein,25.8536,24.15962,26.59106,26.15101,24.11997,24.6496,24.34591,24.68827,23.74929,25.31769,25.40224,25.62631,21.65345,19.0508,19.44482,0.0910394955109835,0.11677265955939864,0.0393778206471114,0.14816502023861658,0.021328491583337526,25.534760000000002,24.973526666666668,24.261156666666665,25.448746666666665,20.049690000000002,1.017912677197803,0.8602237051811324,0.38799330383683495,0.1302145118214135,1.1453813173786276,-0.5612333333333339,-1.2736033333333374,-0.08601333333333727,-5.48507,-0.7123700000000035,0.47521999999999665,-4.923836666666666,1.1875900000000001,-4.211466666666663,-5.399056666666663,0.5835336438816643,0.17359010104011802,0.9113582391957468,0.0071691995286313395,,,,+,0.34586061637303295,0.4829457329621839,0.008272190821076882,,,+,0.0148075431081091,0.00790083232047285,+,+,0.0026946500575526404,+
GFJPDDAG_00092 NADH oxidase,21.66627,21.5589,20.5986,20.35044,20.57736,21.23456,19.90631,21.20212,20.37518,21.56627,20.29214,20.97134,21.40843,20.2029,21.74268,0.0047510640560375845,0.00612546225155108,0.0028932507495704083,0.006523130134414798,0.04472542745951613,21.274590000000003,20.720786666666665,20.494536666666665,20.943250000000003,21.11800333333333,0.4800027356172045,0.3749181689678723,0.5357022801478032,0.5205404885309114,0.6613074668832611,-0.5538033333333381,-0.7800533333333384,-0.33134000000000086,-0.15658666666667287,-0.22625000000000028,0.22246333333333723,0.3972166666666652,0.4487133333333375,0.6234666666666655,0.174753333333328,0.2678723833785769,0.1998882475766572,0.5442927828411528,0.7998009823068878,,,,,0.6502189647525013,0.6495169960057867,0.5009468464268846,,,,0.44343093278382445,0.35871429038342323,,,0.7836290909249184,
GFJPDDAG_00093 Kynurenine formamidase,19.19065,23.37756,17.74183,21.00241,20.96548,21.96973,20.56787,20.71376,18.97308,20.96181,19.86739,20.78009,21.58942,20.85145,20.45006,0.002109655344922671,0.009231544578627706,0.002178081637864926,0.004920293615674334,0.040187177941373664,20.103346666666667,21.31254,20.084903333333333,20.53643,20.963643333333334,2.3895780048972846,0.4649480102118937,0.7884306422395204,0.47886423322969807,0.47185860200794144,1.2091933333333316,-0.01844333333333381,0.4330833333333324,0.8602966666666667,-1.2276366666666654,-0.7761099999999992,-0.34889666666666486,0.4515266666666662,0.8787400000000005,0.42721333333333433,0.5211205050860147,0.9922259811800567,0.8139547059528849,0.6436520333881578,,,,,0.13072498785577824,0.1754286158855629,0.49774860465440557,,,,0.5268786159914562,0.2476217141993414,,,0.41962632496795343,
GFJPDDAG_00094 Glucose-6-phosphate 1-dehydrogenase,22.65172,22.91282,22.86691,21.32311,20.99769,20.2408,18.95765,20.29773,18.56748,21.28336,19.87021,21.17541,21.31549,21.39573,21.61312,0.013776561944316089,0.0067173803523512595,0.001241807338804701,0.00581041446513694,0.05596553312995003,22.810483333333334,20.853866666666665,19.27428666666667,20.776326666666666,21.441446666666664,0.1138164576070708,0.4534038651749181,0.7410062301282558,0.6422350871933278,0.12573361903466923,-1.956616666666669,-3.5361966666666653,-2.034156666666668,-1.3690366666666698,-1.5795799999999964,-0.07753999999999905,0.5875799999999991,1.5020399999999974,2.1671599999999955,0.6651199999999982,0.004080017474034434,0.002624629696471123,0.01159587523829969,0.000335897950065454,+,+,+,+,0.06188332476253952,0.8958070237962072,0.152134713661253,,,,0.09621284120926524,0.015126347340286193,,+,0.2239956496075923,
GFJPDDAG_00098 NADPH dehydrogenase,22.77706,27.15952,22.04473,20.11454,19.98838,20.56252,20.63786,19.99866,19.93661,20.2951,19.93359,20.46448,23.21704,21.1777,20.96083,0.03128568220006712,0.0043344393205583115,0.002344366341415866,0.003981662882406014,0.07102278519259515,23.99377,20.221813333333333,20.191043333333337,20.231056666666664,21.78519,2.258400112778956,0.2463599817791478,0.31696098690883356,0.2214154608171907,1.0163345794569814,-3.771956666666668,-3.802726666666665,-3.7627133333333376,-2.2085800000000013,-0.030769999999996855,0.009243333333330384,1.5633766666666666,0.04001333333332724,1.5941466666666635,1.5541333333333363,0.0786806058076905,0.07781884378860428,0.07894778362666066,0.27578230954188887,,,,,0.9189006541577325,0.970411362760246,0.1020077886211425,,,,0.890718982884706,0.10161208245432238,,,0.10214555018375532,
GFJPDDAG_00100 Pyrroline-5-carboxylate reductase,23.72598,26.06809,23.29656,20.89882,20.50774,22.31996,19.60396,21.35403,19.69375,21.202,20.25736,19.46259,21.84705,19.11311,22.61871,0.040425788019284446,0.008792085318899148,0.0023873355588446906,0.004197793145619795,0.047110498700529344,24.363543333333336,21.24217333333333,20.217246666666668,20.30731666666667,21.192956666666667,1.217979170110156,0.7786543802112859,0.8046625881835334,0.7109892350021135,1.5040359939250867,-3.121370000000006,-4.146296666666668,-4.056226666666667,-3.1705866666666687,-1.024926666666662,-0.9348566666666613,-0.04921666666666269,0.09007000000000076,0.9757099999999994,0.8856399999999987,0.03789509668032619,0.01590559824874924,0.015254911865242509,0.08141944032014958,+,+,+,,0.2651715042277346,0.2781766866585641,0.9691884324664606,,,,0.9112897701559426,0.4639162140355237,,,0.49341380178436306,
GFJPDDAG_00102 Putative oxidoreductase SadH,19.79152,19.58559,21.06914,20.08533,19.9419,19.96445,19.99486,21.52653,19.72377,21.26651,19.73684,20.51281,21.5732,20.4516,20.88252,0.0021771045001255773,0.0037095873694382633,0.002738162427232055,0.004815551649943997,0.040339651045810165,20.148750000000003,19.997226666666666,20.415053333333333,20.505386666666666,20.969106666666665,0.6562215608060037,0.06297498780380058,0.7936866436377084,0.6245072226074639,0.4619665053755404,-0.151523333333337,0.26630333333332956,0.35663666666666316,0.8203566666666617,0.41782666666666657,0.5081600000000002,0.9718799999999987,0.0903333333333336,0.5540533333333322,0.4637199999999986,0.7614323326612766,0.7331089869395158,0.6073722975275244,0.22180222315578932,,,,,0.4992031904369234,0.316086544036062,0.04205534782766895,,,+,0.9054435306132369,0.44161611702915377,,,0.4460748880369781,
GFJPDDAG_00105 Glucose 1-dehydrogenase 4,18.78853,20.37518,20.45111,21.12994,20.1528,21.05119,20.76715,20.74406,20.29884,20.15793,21.35127,21.10588,22.98393,20.09636,21.5478,0.0017965976160417944,0.0063731592896968765,0.003119910613927956,0.0062074801518676205,0.060034366512604534,19.87160666666667,20.777976666666667,20.603350000000002,20.871693333333333,21.542696666666668,0.766477936465811,0.44323416612691596,0.2155273255684002,0.5145532917222683,1.1788510392845324,0.906369999999999,0.7317433333333341,1.0000866666666646,1.6710899999999995,-0.17462666666666493,0.09371666666666556,0.7647200000000005,0.2683433333333305,0.9393466666666654,0.671003333333335,0.22126446136143793,0.26353886923765946,0.20027714802038182,0.16811543755367608,,,,,0.642636262270349,0.854784477507038,0.43891391509403954,,,,0.5336763470937052,0.32979941587678846,,,0.5016020308830372,
GFJPDDAG_00108 hypothetical protein,20.01464,19.90248,19.05009,20.51835,20.69091,20.66346,20.43093,20.92416,20.38241,20.4327,20.76854,20.30458,23.06157,20.80011,19.70983,0.001546918644521366,0.00572895518796701,0.0030680486564340463,0.004804060800917982,0.047030454382074455,19.655736666666666,20.62424,20.57916666666667,20.50194,21.190503333333336,0.43069779043882805,0.0757095093102567,0.24475000528884364,0.19563631837331927,1.3959096133425766,0.9685033333333344,0.9234300000000033,0.8462033333333352,1.5347666666666697,-0.04507333333333108,-0.12229999999999919,0.5662633333333353,-0.07722666666666811,0.6113366666666664,0.6885633333333345,0.035114150044621366,0.0578095277476342,0.06467898661287487,0.2115254334331061,+,,,,0.815760418248001,0.4559847124884675,0.597411502221654,,,,0.7449915031484489,0.5747875121661402,,,0.5276645247195169,
GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG,23.74212,24.9266,23.27199,21.18275,23.51773,24.12566,19.59807,20.81156,20.64667,24.10422,22.858,20.58794,21.85443,21.26959,21.44221,0.030993576190424255,0.028563061568841468,0.0026212495273342604,0.01941412001009247,0.05918241646483352,23.980236666666666,22.942046666666666,20.3521,22.516720000000003,21.522076666666667,0.6961600501959947,1.2685262557349337,0.5374123858515607,1.45565799289073,0.24534801097398146,-1.0381900000000002,-3.6281366666666663,-1.4635166666666635,-2.4581599999999995,-2.589946666666666,-0.4253266666666633,-1.4199699999999993,2.164620000000003,1.1699766666666669,-0.994643333333336,0.3676492071238093,0.004301426419564795,0.26887913538414143,0.009241767677474609,,+,,+,0.05646983478458097,0.7709623381053563,0.1950943923167676,,,,0.11977997296284845,0.04877414303388258,,+,0.39460823450941723,
GFJPDDAG_00114 Acetyl-CoA acetyltransferase,24.91848,24.04685,23.59662,21.66361,22.17527,21.57301,19.5206,19.72484,20.41004,20.46321,23.29516,20.30943,22.85013,21.20535,20.6107,0.03577741689955091,0.012977992986345952,0.0018964675630643725,0.008683325971036465,0.06056504019656822,24.187316666666664,21.803963333333332,19.88516,21.355933333333336,21.55539333333333,0.5487115989499595,0.2651459604737662,0.380396946359982,1.3726767331588146,0.9471569502580982,-2.383353333333332,-4.302156666666665,-2.831383333333328,-2.631923333333333,-1.918803333333333,-0.4480299999999957,-0.24857000000000085,1.4707733333333373,1.6702333333333321,0.19945999999999486,0.005221675658434913,0.0008044754941197394,0.05361117166499719,0.027268209608893534,+,+,,+,0.004253281732163538,0.6738943880823502,0.7388495407707728,+,,,0.21800631606389329,0.08165603504238489,,,0.87389633567725,
GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,24.65305,24.98698,23.576,23.50676,23.29404,22.11218,20.40821,22.95186,22.84414,21.06241,24.05117,23.57715,22.9844,21.38948,21.74503,0.041614199817312285,0.029141947466044323,0.00861126207654102,0.025267734445778584,0.08472152769102984,24.40534333333333,22.97099333333333,22.068070000000002,22.896910000000002,22.039636666666667,0.602071471191105,0.6134507346333712,1.1745218358407246,1.311542711872803,0.6836359984832742,-1.434350000000002,-2.3372733333333287,-1.508433333333329,-2.3657066666666644,-0.9029233333333266,-0.07408333333332706,-0.9313566666666624,0.8288399999999996,-0.028433333333335753,-0.8572733333333353,0.07766696773756251,0.06645434908829063,0.21342695273542361,0.02134182519423695,,,,+,0.3897858295698366,0.9457899856099169,0.2248829956941173,,,,0.5419818736468982,0.9778125249977063,,,0.45841393327633334,
GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,23.58245,24.88869,22.91227,23.02384,23.59571,22.99747,22.18819,23.72848,22.38511,21.38062,23.40119,23.59514,20.75752,20.3911,20.84741,0.02724898634602672,0.0342897477554673,0.013981184585492685,0.023500687813207372,0.032680618119038635,23.79447,23.205673333333333,22.767259999999997,22.792316666666665,20.665343333333336,0.8206799475231907,0.2760076028340929,0.6844230114483301,1.0013556676270867,0.19736110294471715,-0.5887966666666671,-1.0272100000000037,-1.002153333333336,-3.1291266666666644,-0.43841333333333665,-0.4133566666666688,-2.5403299999999973,0.025056666666667837,-2.1019166666666607,-2.1269733333333285,0.39066232768462844,0.24560511297430868,0.3351547761124138,0.006328560588898691,,,,+,0.4481116952283777,0.6036216377419704,0.0004503230138903044,,,+,0.9780924327409541,0.013995823146841571,,+,0.042085415123278076,+
GFJPDDAG_00120 Methanol dehydrogenase activator,20.93754,20.06684,20.84652,19.79142,20.4468,20.52101,20.11372,21.28321,20.22551,19.60976,20.35222,19.98253,22.16416,21.07122,20.26939,0.0030118028272262424,0.004429392118779115,0.0029875607083784694,0.003349202816479028,0.046310797589065145,20.616966666666666,20.25307666666667,20.540813333333332,19.981503333333333,21.168256666666668,0.39076904699437126,0.32784339699856085,0.5269338092735705,0.30310889510024003,0.7765738532096528,-0.3638899999999978,-0.07615333333333396,-0.6354633333333339,0.5512900000000016,0.28773666666666387,-0.2715733333333361,0.9151799999999994,-0.55931,0.6274433333333356,1.1867533333333355,0.37009835114072415,0.8775605812684963,0.1433452112897374,0.4205160158460478,,,,,0.5478200808980582,0.43819361463786033,0.1994800157631099,,,,0.2630824835292627,0.3979337274265524,,,0.11437216589146214,
