#Batch CD-search tool	NIH/NLM/NCBI											
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-317EA3B81877B768											
#datatype	hitsStandard Results											
#status	0											
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46									
#status	success											
												
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily		
Q#27 - >GFJPDDAG_04012 Hydroxypyruvate reductase	non-specific	181414	25	304	2	9.90E-32	124	327	PRK08410	PRK08410	 - 	cl30767
Q#27 - >GFJPDDAG_04012 Hydroxypyruvate reductase	superfamily	181414	25	304	2	9.90E-32	124	327	cl30767	PRK08410 superfamily	 - 	 - 
Q#27 - >GFJPDDAG_04012 Hydroxypyruvate reductase	non-specific	214966	138	226	0	250881	40	5682	smart01002	AlaDh_PNT_C	C	cl21454
"Q#28 - >GFJPDDAG_04013 Cob(I)yrinic acid a,c-diamide adenosyltransferase"	specific	334742	3	168	2	6.10E-82	243	156	pfam01923	Cob_adeno_trans	 - 	cl00920
"Q#28 - >GFJPDDAG_04013 Cob(I)yrinic acid a,c-diamide adenosyltransferase"	superfamily	351311	3	168	2	6.10E-82	243	156	cl00920	Cob_adeno_trans superfamily	 - 	 - 
"Q#28 - >GFJPDDAG_04013 Cob(I)yrinic acid a,c-diamide adenosyltransferase"	specific	225007	1	177	5	9.60E-66	202	106	COG2096	PduO	 - 	cl00920
"Q#28 - >GFJPDDAG_04013 Cob(I)yrinic acid a,c-diamide adenosyltransferase"	non-specific	213544	4	177	6	4.90E-60	186	386	TIGR00636	PduO_Nterm	 - 	cl00920
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	specific	223806	7	146	1	5.10E-56	175	554	COG0735	Fur	 - 	cl21459
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	superfamily	354815	7	146	1	5.10E-56	175	554	cl21459	HTH superfamily	 - 	 - 
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	specific	279776	16	134	1	7.60E-49	156	622	pfam01475	FUR	 - 	cl21459
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	specific	133478	23	137	9	5.30E-45	144	644	cd07153	Fur_like	 - 	cl21459
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	non-specific	236527	14	144	2	6.20E-13	65	1365	PRK09462	fur	 - 	cl21459
Q#29 - >GFJPDDAG_04014 Peroxide operon regulator	non-specific	197713	28	92	0	646531	30	6415	smart00418	HTH_ARSR	 - 	cl21459
Q#30 - >GFJPDDAG_04015 hypothetical protein	specific	314065	5	114	8	1.50E-74	216	881	pfam11023	DUF2614	 - 	cl23913
Q#30 - >GFJPDDAG_04015 hypothetical protein	superfamily	329166	5	114	8	1.50E-74	216	881	cl23913	DUF2614 superfamily	 - 	 - 
Q#30 - >GFJPDDAG_04015 hypothetical protein	specific	179504	1	110	1	4.90E-67	201	16	PRK02935	PRK02935	 - 	cl23913
Q#30 - >GFJPDDAG_04015 hypothetical protein	non-specific	340875	8	64	0	329923	32	5524	cd17317	MFS_SLC22	N	cl28910
Q#30 - >GFJPDDAG_04015 hypothetical protein	superfamily	355786	8	64	0	329923	32	5524	cl28910	MFS superfamily	N	 - 
Q#30 - >GFJPDDAG_04015 hypothetical protein	non-specific	227641	2	48	0	599914	30	902	COG5336	AtpI2	NC	cl09754
Q#30 - >GFJPDDAG_04015 hypothetical protein	superfamily	353007	2	48	0	599914	30	902	cl09754	ATPase_gene1 superfamily	NC	 - 
Q#31 - >GFJPDDAG_04016 hypothetical protein	specific	317006	2	118	1	6.30E-56	180	92	pfam14540	NTF-like	 - 	cl20560
Q#31 - >GFJPDDAG_04016 hypothetical protein	superfamily	317006	2	118	1	6.30E-56	180	92	cl20560	NTF-like superfamily	 - 	 - 
Q#32 - >GFJPDDAG_04017 hypothetical protein	non-specific	334641	54	119	4	8.10E-09	53	8647	pfam01695	IstB_IS21	C	cl21455
Q#32 - >GFJPDDAG_04017 hypothetical protein	superfamily	354812	54	119	4	8.10E-09	53	8647	cl21455	P-loop_NTPase superfamily	C	 - 
Q#32 - >GFJPDDAG_04017 hypothetical protein	specific	337067	24	51	1	1.90E-08	49	2807	pfam08483	IstB_IS21_ATP	 - 	cl38277
Q#32 - >GFJPDDAG_04017 hypothetical protein	superfamily	337067	24	51	1	1.90E-08	49	2807	cl38277	IstB_IS21_ATP superfamily	 - 	 - 
Q#32 - >GFJPDDAG_04017 hypothetical protein	non-specific	224401	1	119	7	8.40E-05	42	7774	COG1484	DnaC	C	cl30760
Q#32 - >GFJPDDAG_04017 hypothetical protein	superfamily	357636	1	119	7	8.40E-05	42	7774	cl30760	AAA superfamily	C	 - 
Q#32 - >GFJPDDAG_04017 hypothetical protein	non-specific	180607	32	116	0	255569	35	6143	PRK06526	PRK06526	C	cl30760
Q#32 - >GFJPDDAG_04017 hypothetical protein	non-specific	274301	84	120	0	97044	31	1689	TIGR02788	VirB11	NC	cl21455
Q#33 - >GFJPDDAG_04018 hypothetical protein	specific	226950	28	281	3	4.80E-22	99	683	COG4584	COG4584	 - 	cl27787
Q#33 - >GFJPDDAG_04018 hypothetical protein	superfamily	226950	28	281	3	4.80E-22	99	683	cl27787	COG4584 superfamily	 - 	 - 
Q#33 - >GFJPDDAG_04018 hypothetical protein	specific	334200	134	264	6	3.50E-15	73	4526	pfam00665	rve	 - 	cl21549
Q#33 - >GFJPDDAG_04018 hypothetical protein	superfamily	354865	134	264	6	3.50E-15	73	4526	cl21549	rve superfamily	 - 	 - 
Q#33 - >GFJPDDAG_04018 hypothetical protein	specific	339008	5	37	0	262106	32	757	pfam13936	HTH_38	N	cl21459
Q#33 - >GFJPDDAG_04018 hypothetical protein	superfamily	354815	5	37	0	262106	32	757	cl21459	HTH superfamily	N	 - 
Q#33 - >GFJPDDAG_04018 hypothetical protein	non-specific	350538	441	465	0	601192	32	7509	cd18463	BACK_KLHL24	C	cl28903
Q#33 - >GFJPDDAG_04018 hypothetical protein	superfamily	355779	441	465	0	601192	32	7509	cl28903	BACK superfamily	C	 - 
Q#34 - >GFJPDDAG_04019 hypothetical protein	specific	338684	48	139	5	7.40E-17	73	5735	pfam13335	Mg_chelatase_C	 - 	cl28900
Q#34 - >GFJPDDAG_04019 hypothetical protein	superfamily	338684	48	139	5	7.40E-17	73	5735	cl28900	Mg_chelatase_C superfamily	 - 	 - 
Q#34 - >GFJPDDAG_04019 hypothetical protein	non-specific	223679	46	140	3	8.20E-13	68	294	COG0606	YifB	N	cl33973
Q#34 - >GFJPDDAG_04019 hypothetical protein	superfamily	223679	46	140	3	8.20E-13	68	294	cl33973	YifB superfamily	N	 - 
Q#34 - >GFJPDDAG_04019 hypothetical protein	non-specific	129465	40	139	6	5.40E-08	52	9235	TIGR00368	TIGR00368	N	cl30992
Q#34 - >GFJPDDAG_04019 hypothetical protein	superfamily	129465	40	139	6	5.40E-08	52	9235	cl30992	TIGR00368 superfamily	N	 - 
Q#34 - >GFJPDDAG_04019 hypothetical protein	non-specific	182120	38	139	2	9.40E-05	45	3557	PRK09862	PRK09862	N	cl32426
Q#34 - >GFJPDDAG_04019 hypothetical protein	superfamily	182120	38	139	2	9.40E-05	45	3557	cl32426	PRK09862 superfamily	N	 - 
Q#36 - >GFJPDDAG_04021 Competence protein ComM	specific	338807	2	117	1	6.00E-42	138	344	pfam13541	ChlI	 - 	cl21678
Q#36 - >GFJPDDAG_04021 Competence protein ComM	superfamily	354903	2	117	1	6.00E-42	138	344	cl21678	ChlI superfamily	 - 	 - 
Q#36 - >GFJPDDAG_04021 Competence protein ComM	specific	223679	3	133	1	8.00E-34	128	891	COG0606	YifB	C	cl33973
Q#36 - >GFJPDDAG_04021 Competence protein ComM	superfamily	223679	3	133	1	8.00E-34	128	891	cl33973	YifB superfamily	C	 - 
Q#36 - >GFJPDDAG_04021 Competence protein ComM	non-specific	129465	3	119	4	7.60E-28	111	474	TIGR00368	TIGR00368	C	cl30992
Q#36 - >GFJPDDAG_04021 Competence protein ComM	superfamily	129465	3	119	4	7.60E-28	111	474	cl30992	TIGR00368 superfamily	C	 - 
Q#36 - >GFJPDDAG_04021 Competence protein ComM	non-specific	182120	2	147	1	5.80E-20	90	424	PRK09862	PRK09862	C	cl32426
Q#36 - >GFJPDDAG_04021 Competence protein ComM	superfamily	182120	2	147	1	5.80E-20	90	424	cl32426	PRK09862 superfamily	C	 - 
Q#39 - >GFJPDDAG_04024 hypothetical protein	non-specific	338518	1	33	0	945168	33	7589	pfam12844	HTH_19	N	cl22854
Q#39 - >GFJPDDAG_04024 hypothetical protein	superfamily	354960	1	33	0	945168	33	7589	cl22854	HTH_XRE superfamily	N	 - 
Q#41 - >GFJPDDAG_04026 hypothetical protein	non-specific	224951	90	144	0	495516	33	8647	COG2040	MHT1	N	cl22882
Q#41 - >GFJPDDAG_04026 hypothetical protein	superfamily	354969	90	144	0	495516	33	8647	cl22882	S-methyl_trans superfamily	N	 - 
Q#43 - >GFJPDDAG_04028 hypothetical protein	specific	224854	1	139	7	5.90E-11	59	6116	COG1943	RAYT	 - 	cl00848
Q#43 - >GFJPDDAG_04028 hypothetical protein	superfamily	321207	1	139	7	5.90E-11	59	6116	cl00848	Y1_Tnp superfamily	 - 	 - 
Q#43 - >GFJPDDAG_04028 hypothetical protein	non-specific	307766	9	123	1	3.80E-05	45	256	pfam01797	Y1_Tnp	 - 	cl00848
Q#44 - >GFJPDDAG_04029 Competence protein ComM	specific	223679	14	491	2	3.60E-175	504	846	COG0606	YifB	 - 	cl33973
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	223679	14	491	2	3.60E-175	504	846	cl33973	YifB superfamily	 - 	 - 
Q#44 - >GFJPDDAG_04029 Competence protein ComM	non-specific	129465	5	495	4	7.30E-148	435	812	TIGR00368	TIGR00368	 - 	cl30992
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	129465	5	495	4	7.30E-148	435	812	cl30992	TIGR00368 superfamily	 - 	 - 
Q#44 - >GFJPDDAG_04029 Competence protein ComM	non-specific	182120	12	491	3	1.90E-117	357	367	PRK09862	PRK09862	 - 	cl32426
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	182120	12	491	3	1.90E-117	357	367	cl32426	PRK09862 superfamily	 - 	 - 
Q#44 - >GFJPDDAG_04029 Competence protein ComM	specific	307292	191	391	1	9.00E-112	333	728	pfam01078	Mg_chelatase	 - 	cl21455
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	354812	191	391	1	9.00E-112	333	728	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#44 - >GFJPDDAG_04029 Competence protein ComM	non-specific	350665	193	496	1	6.00E-06	50	2244	cd17759	MCM8	 - 	cl28901
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	355777	193	496	1	6.00E-06	50	2244	cl28901	MCM superfamily	 - 	 - 
Q#44 - >GFJPDDAG_04029 Competence protein ComM	specific	214640	213	346	2	2.90E-04	44	2865	smart00382	AAA	 - 	cl30760
Q#44 - >GFJPDDAG_04029 Competence protein ComM	superfamily	357636	213	346	2	2.90E-04	44	2865	cl30760	AAA superfamily	 - 	 - 
Q#45 - >GFJPDDAG_04030 hypothetical protein	specific	338912	12	73	2	7.70E-14	63	3058	pfam13711	DUF4160	 - 	cl16360
Q#45 - >GFJPDDAG_04030 hypothetical protein	superfamily	338912	12	73	2	7.70E-14	63	3058	cl16360	DUF4160 superfamily	 - 	 - 
Q#45 - >GFJPDDAG_04030 hypothetical protein	non-specific	183740	31	58	0	640042	30	9557	PRK12779	PRK12779	NC	cl32827
Q#45 - >GFJPDDAG_04030 hypothetical protein	superfamily	183740	31	58	0	640042	30	9557	cl32827	PRK12779 superfamily	NC	 - 
Q#46 - >GFJPDDAG_04031 hypothetical protein	non-specific	337727	17	73	0	156989	33	7638	pfam10387	DUF2442	 - 	cl11052
Q#46 - >GFJPDDAG_04031 hypothetical protein	superfamily	337727	17	73	0	156989	33	7638	cl11052	DUF2442 superfamily	 - 	 - 
Q#47 - >GFJPDDAG_04032 hypothetical protein	specific	339184	549	698	2	1.70E-35	133	543	pfam14345	GDYXXLXY	 - 	cl02066
Q#47 - >GFJPDDAG_04032 hypothetical protein	superfamily	351667	549	698	2	1.70E-35	133	543	cl02066	GDYXXLXY superfamily	 - 	 - 
Q#47 - >GFJPDDAG_04032 hypothetical protein	non-specific	227266	540	699	4	9.20E-19	88	3225	COG4929	COG4929	 - 	cl02066
Q#47 - >GFJPDDAG_04032 hypothetical protein	specific	337559	12	112	5	8.10E-14	72	221	pfam09925	DUF2157	N	cl10480
Q#47 - >GFJPDDAG_04032 hypothetical protein	superfamily	353080	12	112	5	8.10E-14	72	221	cl10480	DUF2157 superfamily	N	 - 
Q#47 - >GFJPDDAG_04032 hypothetical protein	non-specific	227209	2	232	8	2.80E-08	57	9309	COG4872	COG4872	C	cl10480
Q#47 - >GFJPDDAG_04032 hypothetical protein	non-specific	227317	2	251	0	839975	42	5506	COG4984	COG4984	C	cl26031
Q#47 - >GFJPDDAG_04032 hypothetical protein	superfamily	227317	2	251	0	839975	42	5506	cl26031	COG4984 superfamily	C	 - 
Q#50 - >GFJPDDAG_04035 hypothetical protein	specific	336302	5	85	6	1.60E-21	82	1747	pfam06103	DUF948	 - 	cl01972
Q#50 - >GFJPDDAG_04035 hypothetical protein	superfamily	351648	5	85	6	1.60E-21	82	1747	cl01972	DUF948 superfamily	 - 	 - 
Q#50 - >GFJPDDAG_04035 hypothetical protein	non-specific	227109	1	98	1	7.10E-17	75	1652	COG4768	COG4768	C	cl01972
Q#50 - >GFJPDDAG_04035 hypothetical protein	non-specific	206779	23	87	0	968132	33	7496	cd11386	MCP_signal	C	cl30773
Q#50 - >GFJPDDAG_04035 hypothetical protein	superfamily	357649	23	87	0	968132	33	7496	cl30773	MCP_signal superfamily	C	 - 
Q#50 - >GFJPDDAG_04035 hypothetical protein	non-specific	235774	48	108	0	525931	32	716	PRK06292	PRK06292	N	cl30684
Q#50 - >GFJPDDAG_04035 hypothetical protein	superfamily	357560	48	108	0	525931	32	716	cl30684	PRK06292 superfamily	N	 - 
Q#50 - >GFJPDDAG_04035 hypothetical protein	non-specific	214599	23	87	0	899675	31	1021	smart00283	MA	C	cl33381
Q#50 - >GFJPDDAG_04035 hypothetical protein	superfamily	214599	23	87	0	899675	31	1021	cl33381	MA superfamily	C	 - 
Q#51 - >GFJPDDAG_04036 hypothetical protein	specific	316319	26	116	4	9.30E-07	50	4026	pfam13786	DUF4179	 - 	cl16396
Q#51 - >GFJPDDAG_04036 hypothetical protein	superfamily	316319	26	116	4	9.30E-07	50	4026	cl16396	DUF4179 superfamily	 - 	 - 
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	non-specific	213752	2	116	8	2.20E-41	135	223	TIGR02954	Sig70_famx3	 - 	cl33310
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	superfamily	213752	2	116	8	2.20E-41	135	223	cl33310	Sig70_famx3 superfamily	 - 	 - 
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	specific	224511	2	116	1	6.20E-19	81	2904	COG1595	RpoE	 - 	cl34313
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	superfamily	224511	2	116	1	6.20E-19	81	2904	cl34313	RpoE superfamily	 - 	 - 
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	non-specific	181835	2	116	9	9.90E-15	68	6208	PRK09415	PRK09415	 - 	cl32368
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	superfamily	181835	2	116	9	9.90E-15	68	6208	cl32368	PRK09415 superfamily	 - 	 - 
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	specific	335823	2	66	4	6.40E-08	48	7185	pfam04542	Sigma70_r2	 - 	cl38162
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	superfamily	335823	2	66	4	6.40E-08	48	7185	cl38162	Sigma70_r2 superfamily	 - 	 - 
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	non-specific	100119	87	116	0	870123	34	7726	cd06171	Sigma70_r4	C	cl22867
Q#52 - >GFJPDDAG_04037 RNA polymerase sigma factor SigV	superfamily	354966	87	116	0	870123	34	7726	cl22867	Sigma70_r4 superfamily	C	 - 
Q#53 - >GFJPDDAG_04038 hypothetical protein	non-specific	273630	203	267	8	6.00E-11	59	6205	TIGR01446	DnaD_dom	 - 	cl29255
Q#53 - >GFJPDDAG_04038 hypothetical protein	superfamily	356131	203	267	8	6.00E-11	59	6205	cl29255	DnaB_2 superfamily	 - 	 - 
Q#53 - >GFJPDDAG_04038 hypothetical protein	specific	336649	205	267	3	8.10E-10	57	946	pfam07261	DnaB_2	 - 	cl29255
Q#53 - >GFJPDDAG_04038 hypothetical protein	non-specific	226445	173	282	1	5.90E-09	60	1298	COG3935	DnaD	N	cl34695
Q#53 - >GFJPDDAG_04038 hypothetical protein	superfamily	226445	173	282	1	5.90E-09	60	1298	cl34695	DnaD superfamily	N	 - 
Q#53 - >GFJPDDAG_04038 hypothetical protein	non-specific	187575	58	117	0	697691	34	1885	cd05265	SDR_a1	C	cl25409
Q#53 - >GFJPDDAG_04038 hypothetical protein	superfamily	355392	58	117	0	697691	34	1885	cl25409	SDR superfamily	C	 - 
Q#54 - >GFJPDDAG_04039 hypothetical protein	non-specific	198391	101	181	1	4.20E-13	65	4853	cd10444	GIY-YIG_SegABCDEFG	 - 	cl15257
Q#54 - >GFJPDDAG_04039 hypothetical protein	superfamily	353929	101	181	1	4.20E-13	65	4853	cl15257	GIY-YIG_SF superfamily	 - 	 - 
Q#54 - >GFJPDDAG_04039 hypothetical protein	non-specific	273636	100	169	2	1.20E-04	43	1434	TIGR01453	grpIintron_endo	C	cl36911
Q#54 - >GFJPDDAG_04039 hypothetical protein	superfamily	273636	100	169	2	1.20E-04	43	1434	cl36911	grpIintron_endo superfamily	C	 - 
Q#54 - >GFJPDDAG_04039 hypothetical protein	non-specific	334582	99	173	0	501674	34	2325	pfam01541	GIY-YIG	 - 	cl15257
Q#56 - >GFJPDDAG_04041 hypothetical protein	specific	336302	5	85	1	2.10E-20	81	4043	pfam06103	DUF948	 - 	cl01972
Q#56 - >GFJPDDAG_04041 hypothetical protein	superfamily	351648	5	85	1	2.10E-20	81	4043	cl01972	DUF948 superfamily	 - 	 - 
Q#56 - >GFJPDDAG_04041 hypothetical protein	non-specific	227109	1	98	7	8.40E-18	75	9356	COG4768	COG4768	C	cl01972
Q#56 - >GFJPDDAG_04041 hypothetical protein	non-specific	206779	23	94	0	101633	33	7496	cd11386	MCP_signal	C	cl30773
Q#56 - >GFJPDDAG_04041 hypothetical protein	superfamily	357649	23	94	0	101633	33	7496	cl30773	MCP_signal superfamily	C	 - 
Q#56 - >GFJPDDAG_04041 hypothetical protein	non-specific	235774	48	109	0	899732	31	3012	PRK06292	PRK06292	N	cl30684
Q#56 - >GFJPDDAG_04041 hypothetical protein	superfamily	357560	48	109	0	899732	31	3012	cl30684	PRK06292 superfamily	N	 - 
Q#57 - >GFJPDDAG_04042 Membrane-associated protein TcaA	non-specific	226987	1	384	3	1.80E-12	71	1012	COG4640	YvbJ	 - 	cl26236
Q#57 - >GFJPDDAG_04042 Membrane-associated protein TcaA	superfamily	226987	1	384	3	1.80E-12	71	1012	cl26236	YvbJ superfamily	 - 	 - 
Q#57 - >GFJPDDAG_04042 Membrane-associated protein TcaA	specific	315822	3	24	1	3.30E-04	41	3595	pfam13240	zinc_ribbon_2	 - 	cl11198
Q#57 - >GFJPDDAG_04042 Membrane-associated protein TcaA	superfamily	324906	3	24	1	3.30E-04	41	3595	cl11198	zinc_ribbon_2 superfamily	 - 	 - 
Q#58 - >GFJPDDAG_04043 hypothetical protein	non-specific	237756	1	38	0	149107	36	5724	PRK14559	PRK14559	C	cl25535
Q#58 - >GFJPDDAG_04043 hypothetical protein	superfamily	237756	1	38	0	149107	36	5724	cl25535	PRK14559 superfamily	C	 - 
Q#58 - >GFJPDDAG_04043 hypothetical protein	non-specific	187762	91	268	0	261374	35	2104	cd09322	TDT_TehA_like	C	cl04176
Q#58 - >GFJPDDAG_04043 hypothetical protein	superfamily	352121	91	268	0	261374	35	2104	cl04176	TDT superfamily	C	 - 
Q#58 - >GFJPDDAG_04043 hypothetical protein	non-specific	336127	4	26	0	797763	31	5443	pfam05495	zf-CHY	N	cl19861
Q#58 - >GFJPDDAG_04043 hypothetical protein	superfamily	354487	4	26	0	797763	31	5443	cl19861	zf-CHY superfamily	N	 - 
Q#58 - >GFJPDDAG_04043 hypothetical protein	non-specific	314665	99	165	0	862094	33	3195	pfam11833	CPP1-like	N	cl13300
Q#58 - >GFJPDDAG_04043 hypothetical protein	superfamily	314665	99	165	0	862094	33	3195	cl13300	CPP1-like superfamily	N	 - 
Q#59 - >GFJPDDAG_04044 hypothetical protein	specific	310034	24	73	1	2.90E-17	72	1392	pfam05154	TM2	 - 	cl00984
Q#59 - >GFJPDDAG_04044 hypothetical protein	superfamily	321286	24	73	1	2.90E-17	72	1392	cl00984	TM2 superfamily	 - 	 - 
Q#59 - >GFJPDDAG_04044 hypothetical protein	non-specific	222840	26	83	2	1.70E-09	52	279	PHA01886	PHA01886	C	cl00984
Q#59 - >GFJPDDAG_04044 hypothetical protein	non-specific	225196	22	79	4	9.80E-04	38	5306	COG2314	TM2	C	cl00984
Q#60 - >GFJPDDAG_04045 hypothetical protein	specific	310034	24	61	4	3.70E-04	38	2416	pfam05154	TM2	C	cl00984
Q#60 - >GFJPDDAG_04045 hypothetical protein	superfamily	321286	24	61	4	3.70E-04	38	2416	cl00984	TM2 superfamily	C	 - 
Q#60 - >GFJPDDAG_04045 hypothetical protein	non-specific	222840	26	51	0	110837	35	3303	PHA01886	PHA01886	C	cl00984
Q#61 - >GFJPDDAG_04046 hypothetical protein	non-specific	339478	22	102	2	9.10E-08	51	2083	pfam15428	Imm26	 - 	cl21252
Q#61 - >GFJPDDAG_04046 hypothetical protein	superfamily	339478	22	102	2	9.10E-08	51	2083	cl21252	Imm26 superfamily	 - 	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	238045	7	63	6	2.00E-10	56	7926	cd00093	HTH_XRE	 - 	cl22854
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	354960	7	63	6	2.00E-10	56	7926	cl22854	HTH_XRE superfamily	 - 	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	334515	10	63	1	5.90E-07	49	8251	pfam01381	HTH_3	 - 	cl22854
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	197775	9	63	2	4.50E-07	49	4386	smart00530	HTH_XRE	 - 	cl22854
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	224314	6	118	3	9.30E-05	45	265	COG1396	HipB	 - 	cl34252
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	224314	6	118	3	9.30E-05	45	265	cl34252	HipB superfamily	 - 	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	315987	202	271	0	111444	39	678	pfam13424	TPR_12	 - 	cl26181
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	315987	202	271	0	111444	39	678	cl26181	TPR_12 superfamily	 - 	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	non-specific	181713	43	97	0	430301	41	2256	PRK09230	PRK09230	NC	cl00281
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	351001	43	97	0	430301	41	2256	cl00281	metallo-dependent_hydrolases superfamily	NC	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	non-specific	182158	7	72	0	225491	38	2365	PRK09943	PRK09943	C	cl32436
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	182158	7	72	0	225491	38	2365	cl32436	PRK09943 superfamily	C	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	non-specific	213767	6	59	0	137709	33	4017	TIGR03070	couple_hipB	 - 	cl22854
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	197478	202	228	0	180416	32	4184	smart00028	TPR	C	cl22897
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	354972	202	228	0	180416	32	4184	cl22897	TPR_1 superfamily	C	 - 
Q#62 - >GFJPDDAG_04047 hypothetical protein	specific	315987	158	223	0	714549	31	974	pfam13424	TPR_12	 - 	cl26181
Q#62 - >GFJPDDAG_04047 hypothetical protein	superfamily	315987	158	223	0	714549	31	974	cl26181	TPR_12 superfamily	 - 	 - 
Q#63 - >GFJPDDAG_04048 hypothetical protein	non-specific	235395	29	41	0	596249	28	8601	PRK05298	PRK05298	NC	cl35302
Q#63 - >GFJPDDAG_04048 hypothetical protein	superfamily	235395	29	41	0	596249	28	8601	cl35302	PRK05298 superfamily	NC	 - 
Q#63 - >GFJPDDAG_04048 hypothetical protein	non-specific	223630	25	41	0	599289	28	7111	COG0556	UvrB	NC	cl33948
Q#63 - >GFJPDDAG_04048 hypothetical protein	superfamily	223630	25	41	0	599289	28	7111	cl33948	UvrB superfamily	NC	 - 
Q#64 - >GFJPDDAG_04049 hypothetical protein	non-specific	338450	55	199	0	337055	39	6809	pfam12698	ABC2_membrane_3	N	cl38365
Q#64 - >GFJPDDAG_04049 hypothetical protein	superfamily	338450	55	199	0	337055	39	6809	cl38365	ABC2_membrane_3 superfamily	N	 - 
Q#64 - >GFJPDDAG_04049 hypothetical protein	non-specific	227524	399	472	0	911901	34	9073	COG5197	COG5197	N	cl21557
Q#64 - >GFJPDDAG_04049 hypothetical protein	superfamily	354869	399	472	0	911901	34	9073	cl21557	Yip1 superfamily	N	 - 
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	specific	224054	2	234	2	7.00E-65	204	463	COG1131	CcmA	 - 	cl34128
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	superfamily	224054	2	234	2	7.00E-65	204	463	cl34128	CcmA superfamily	 - 	 - 
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	specific	213197	2	208	5	1.00E-58	183	753	cd03230	ABC_DR_subfamily_A	 - 	cl25403
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	superfamily	355390	2	208	5	1.00E-58	183	753	cl25403	ABC_ATPase superfamily	 - 	 - 
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	non-specific	130256	18	224	2	9.20E-39	139	833	TIGR01188	drrA	C	cl31072
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	superfamily	130256	18	224	2	9.20E-39	139	833	cl31072	drrA superfamily	C	 - 
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	non-specific	182817	2	209	1	3.60E-30	115	761	PRK10895	PRK10895	 - 	cl32604
Q#65 - >GFJPDDAG_04050 ABC-type transporter ATP-binding protein EcsA	superfamily	182817	2	209	1	3.60E-30	115	761	cl32604	PRK10895 superfamily	 - 	 - 
